,County,Year,Deaths,Population,Crude Rate
522,"Ballard County, KY",2016.0,12,8054,Unreliable
523,"Baltimore city, MD",2014.0,428,622793,68.7
524,"Baltimore city, MD",2013.0,392,622104,63
525,"Baltimore city, MD",2015.0,379,621849,60.9
526,"Baltimore city, MD",2016.0,368,614664,59.9
527,"Baltimore city, MD",2012.0,365,621342,58.7
528,"Baltimore city, MD",2017.0,316,611648,51.7
529,"Baltimore County, MD",2012.0,477,817455,58.4
530,"Baltimore County, MD",2017.0,465,832468,55.9
531,"Baltimore County, MD",2016.0,460,831026,55.4
532,"Baltimore County, MD",2015.0,457,831128,55
533,"Baltimore County, MD",2014.0,436,826925,52.7
534,"Baltimore County, MD",2013.0,392,823015,47.6
535,"Bamberg County, SC",2012.0,14,15763,Unreliable
536,"Bamberg County, SC",2013.0,18,15430,Unreliable
537,"Bamberg County, SC",2014.0,12,15182,Unreliable
538,"Bamberg County, SC",2015.0,16,14880,Unreliable
539,"Bamberg County, SC",2017.0,12,14381,Unreliable
540,"Bandera County, TX",2012.0,15,20537,Unreliable
541,"Bandera County, TX",2013.0,14,20601,Unreliable
542,"Bandera County, TX",2014.0,14,20892,Unreliable
543,"Bandera County, TX",2015.0,16,21269,Unreliable
544,"Bandera County, TX",2016.0,17,21776,Unreliable
545,"Bandera County, TX",2017.0,15,22351,Unreliable
546,"Banks County, GA",2012.0,12,18316,Unreliable
547,"Banks County, GA",2014.0,11,18295,Unreliable
548,"Banks County, GA",2015.0,11,18495,Unreliable
549,"Banks County, GA",2016.0,13,18397,Unreliable
550,"Banks County, GA",2017.0,11,18634,Unreliable
551,"Bannock County, ID",2014.0,29,83347,34.8
552,"Bannock County, ID",2012.0,28,83800,33.4
553,"Bannock County, ID",2013.0,25,83249,30
554,"Bannock County, ID",2016.0,25,84377,29.6
555,"Bannock County, ID",2017.0,24,85269,28.1
556,"Bannock County, ID",2015.0,21,83744,25.1
557,"Barbour County, AL",2012.0,18,27201,Unreliable
558,"Barbour County, AL",2013.0,17,27076,Unreliable
559,"Barbour County, AL",2014.0,12,26887,Unreliable
560,"Barbour County, AL",2016.0,13,25965,Unreliable
561,"Barbour County, AL",2017.0,24,25270,95
562,"Barbour County, AL",2015.0,20,26489,75.5
563,"Barbour County, WV",2012.0,13,16493,Unreliable
564,"Barbour County, WV",2014.0,11,16766,Unreliable
565,"Barbour County, WV",2015.0,13,16704,Unreliable
566,"Barbour County, WV",2016.0,17,16831,Unreliable
567,"Barnstable County, MA",2013.0,173,214990,80.5
568,"Barnstable County, MA",2012.0,164,215423,76.1
569,"Barnstable County, MA",2016.0,159,214276,74.2
570,"Barnstable County, MA",2014.0,154,214914,71.7
571,"Barnstable County, MA",2015.0,152,214333,70.9
572,"Barnstable County, MA",2017.0,146,213444,68.4
573,"Barnwell County, SC",2012.0,14,22212,Unreliable
574,"Barnwell County, SC",2013.0,18,22119,Unreliable
575,"Barnwell County, SC",2014.0,14,21959,Unreliable
576,"Barnwell County, SC",2015.0,13,21725,Unreliable
577,"Barnwell County, SC",2017.0,14,21345,Unreliable
578,"Barnwell County, SC",2016.0,23,21483,107.1
579,"Barren County, KY",2014.0,53,43148,122.8
580,"Barren County, KY",2013.0,50,43027,116.2
581,"Barren County, KY",2016.0,45,43993,102.3
582,"Barren County, KY",2017.0,41,43801,93.6
583,"Barren County, KY",2012.0,35,42631,82.1
584,"Barren County, KY",2015.0,31,43570,71.1
585,"Barron County, WI",2012.0,36,45733,78.7
586,"Barron County, WI",2014.0,33,45455,72.6
587,"Barron County, WI",2015.0,31,45563,68
588,"Barron County, WI",2017.0,28,45251,61.9
589,"Barron County, WI",2016.0,27,45412,59.5
590,"Barron County, WI",2013.0,24,45676,52.5
591,"Barrow County, GA",2013.0,46,71453,64.4
592,"Barrow County, GA",2015.0,48,75370,63.7
593,"Barrow County, GA",2017.0,44,79061,55.7
594,"Barrow County, GA",2014.0,38,73240,51.9
595,"Barrow County, GA",2016.0,37,77126,48
596,"Barrow County, GA",2012.0,28,70169,39.9
597,"Barry County, MI",2015.0,42,59314,70.8
598,"Barry County, MI",2017.0,42,60586,69.3
599,"Barry County, MI",2016.0,36,59702,60.3
600,"Barry County, MI",2013.0,33,59097,55.8
601,"Barry County, MI",2012.0,27,58990,45.8
602,"Barry County, MI",2014.0,26,59281,43.9
603,"Barry County, MO",2012.0,34,35546,95.7
604,"Barry County, MO",2013.0,31,35572,87.1
605,"Barry County, MO",2017.0,29,35668,81.3
606,"Barry County, MO",2014.0,26,35662,72.9
607,"Barry County, MO",2015.0,25,35829,69.8
608,"Barry County, MO",2016.0,24,35732,67.2
609,"Bartholomew County, IN",2012.0,54,79129,68.2
610,"Bartholomew County, IN",2014.0,52,80217,64.8
611,"Bartholomew County, IN",2013.0,50,79587,62.8
612,"Bartholomew County, IN",2015.0,49,81162,60.4
613,"Bartholomew County, IN",2016.0,41,81402,50.4
614,"Bartholomew County, IN",2017.0,35,82040,42.7
615,"Barton County, KS",2013.0,16,27509,Unreliable
616,"Barton County, KS",2016.0,11,26775,Unreliable
617,"Barton County, KS",2017.0,14,26476,Unreliable
618,"Barton County, KS",2015.0,27,27103,99.6
619,"Barton County, KS",2014.0,22,27385,80.3
620,"Barton County, KS",2012.0,21,27557,76.2
621,"Barton County, MO",2013.0,12,12275,Unreliable
622,"Barton County, MO",2014.0,10,12057,Unreliable
623,"Bartow County, GA",2014.0,75,101736,73.7
624,"Bartow County, GA",2012.0,56,100661,55.6
625,"Bartow County, GA",2013.0,54,101273,53.3
626,"Bartow County, GA",2017.0,47,105054,44.7
627,"Bartow County, GA",2016.0,45,103807,43.3
628,"Bartow County, GA",2015.0,44,102747,42.8
629,"Bastrop County, TX",2013.0,47,75825,62
630,"Bastrop County, TX",2017.0,52,84761,61.3
631,"Bastrop County, TX",2012.0,45,74763,60.2
632,"Bastrop County, TX",2016.0,47,82733,56.8
633,"Bastrop County, TX",2014.0,36,78069,46.1
634,"Bastrop County, TX",2015.0,34,80527,42.2
635,"Bates County, MO",2012.0,17,16709,Unreliable
636,"Bates County, MO",2013.0,16,16550,Unreliable
637,"Bates County, MO",2015.0,16,16446,Unreliable
638,"Bates County, MO",2016.0,14,16417,Unreliable
639,"Bath County, KY",2012.0,16,11802,Unreliable
640,"Bath County, KY",2013.0,12,11961,Unreliable
641,"Bath County, KY",2014.0,17,12206,Unreliable
642,"Bath County, KY",2015.0,13,12228,Unreliable
643,"Bath County, KY",2016.0,16,12327,Unreliable
644,"Bath County, KY",2017.0,12,12378,Unreliable
645,"Baxter County, AR",2015.0,55,41053,134
646,"Baxter County, AR",2017.0,55,41355,133
647,"Baxter County, AR",2012.0,51,41048,124.2
648,"Baxter County, AR",2016.0,48,41062,116.9
649,"Baxter County, AR",2013.0,43,40957,105
650,"Baxter County, AR",2014.0,40,40857,97.9
651,"Bay County, FL",2013.0,150,174987,85.7
652,"Bay County, FL",2012.0,134,171903,78
653,"Bay County, FL",2017.0,123,183563,67
654,"Bay County, FL",2014.0,99,178985,55.3
655,"Bay County, FL",2016.0,92,183974,50
656,"Bay County, FL",2015.0,71,181635,39.1
657,"Bay County, MI",2012.0,86,106935,80.4
658,"Bay County, MI",2017.0,76,104239,72.9
659,"Bay County, MI",2015.0,75,105659,71
660,"Bay County, MI",2016.0,74,104747,70.6
661,"Bay County, MI",2013.0,65,106832,60.8
662,"Bay County, MI",2014.0,61,106179,57.5
663,"Bayfield County, WI",2012.0,16,15099,Unreliable
664,"Bayfield County, WI",2014.0,12,14985,Unreliable
665,"Bayfield County, WI",2015.0,15,14977,Unreliable
666,"Bayfield County, WI",2017.0,12,15008,Unreliable
667,"Beadle County, SD",2013.0,10,18080,Unreliable
668,"Beadle County, SD",2014.0,14,18169,Unreliable
669,"Beadle County, SD",2015.0,10,18372,Unreliable
670,"Beaufort County, NC",2017.0,46,47088,97.7
671,"Beaufort County, NC",2012.0,46,47507,96.8
672,"Beaufort County, NC",2014.0,43,47585,90.4
673,"Beaufort County, NC",2015.0,42,47651,88.1
674,"Beaufort County, NC",2016.0,39,47526,82.1
675,"Beaufort County, NC",2013.0,37,47464,78
676,"Beaufort County, SC",2012.0,106,168049,63.1
677,"Beaufort County, SC",2013.0,104,171838,60.5
678,"Beaufort County, SC",2015.0,95,179589,52.9
679,"Beaufort County, SC",2014.0,92,175852,52.3
680,"Beaufort County, SC",2016.0,88,183149,48
681,"Beaufort County, SC",2017.0,79,186844,42.3
682,"Beauregard Parish, LA",2015.0,19,36462,Unreliable
683,"Beauregard Parish, LA",2017.0,35,36928,94.8
684,"Beauregard Parish, LA",2014.0,33,36198,91.2
685,"Beauregard Parish, LA",2016.0,32,36927,86.7
686,"Beauregard Parish, LA",2013.0,26,36167,71.9
687,"Beauregard Parish, LA",2012.0,25,36281,68.9
688,"Beaver County, PA",2014.0,148,169392,87.4
689,"Beaver County, PA",2013.0,135,170115,79.4
690,"Beaver County, PA",2015.0,122,168871,72.2
691,"Beaver County, PA",2016.0,115,167429,68.7
692,"Beaver County, PA",2012.0,110,170245,64.6
693,"Beaver County, PA",2017.0,106,166140,63.8
694,"Becker County, MN",2012.0,19,33000,Unreliable
695,"Becker County, MN",2014.0,17,33259,Unreliable
696,"Becker County, MN",2015.0,13,33386,Unreliable
697,"Becker County, MN",2013.0,29,33231,87.3
698,"Becker County, MN",2016.0,22,33734,65.2
699,"Becker County, MN",2017.0,22,34098,64.5
700,"Beckham County, OK",2015.0,14,23768,Unreliable
701,"Beckham County, OK",2016.0,11,22519,Unreliable
702,"Beckham County, OK",2017.0,10,21793,Unreliable
703,"Bedford city, VA",2014.0,Missing,Missing,Missing
704,"Bedford city, VA",2015.0,Missing,Missing,Missing
705,"Bedford city, VA",2016.0,Missing,Missing,Missing
706,"Bedford city, VA",2017.0,Missing,Missing,Missing
707,"Bedford County, PA",2015.0,40,48586,82.3
708,"Bedford County, PA",2017.0,33,48480,68.1
709,"Bedford County, PA",2013.0,33,49055,67.3
710,"Bedford County, PA",2016.0,31,48325,64.1
711,"Bedford County, PA",2014.0,31,48946,63.3
712,"Bedford County, PA",2012.0,24,49324,48.7
713,"Bedford County, TN",2016.0,38,47484,80
714,"Bedford County, TN",2012.0,33,45573,72.4
715,"Bedford County, TN",2017.0,31,48117,64.4
716,"Bedford County, TN",2015.0,26,47183,55.1
717,"Bedford County, TN",2013.0,20,45901,43.6
718,"Bedford County, TN",2014.0,20,46627,42.9
719,"Bedford County, VA",2014.0,58,76583,75.7
720,"Bedford County, VA",2012.0,50,69590,71.8
721,"Bedford County, VA",2017.0,51,77974,65.4
722,"Bedford County, VA",2015.0,47,77724,60.5
723,"Bedford County, VA",2016.0,46,77960,59
724,"Bedford County, VA",2013.0,40,69825,57.3
725,"Bee County, TX",2014.0,11,32863,Unreliable
726,"Bee County, TX",2015.0,10,32874,Unreliable
727,"Bee County, TX",2016.0,13,32750,Unreliable
728,"Bee County, TX",2017.0,14,32563,Unreliable
729,"Belknap County, NH",2012.0,50,60327,82.9
730,"Belknap County, NH",2015.0,47,60641,77.5
731,"Belknap County, NH",2016.0,47,60779,77.3
732,"Belknap County, NH",2014.0,41,60305,68
733,"Belknap County, NH",2013.0,36,60179,59.8
734,"Belknap County, NH",2017.0,33,60785,54.3
735,"Bell County, KY",2013.0,15,27885,Unreliable
736,"Bell County, KY",2017.0,34,26894,126.4
737,"Bell County, KY",2014.0,34,27778,122.4
738,"Bell County, KY",2015.0,33,27337,120.7
739,"Bell County, KY",2012.0,34,28183,120.6
740,"Bell County, KY",2016.0,23,27117,84.8
741,"Bell County, TX",2014.0,141,329140,42.8
742,"Bell County, TX",2013.0,139,326843,42.5
743,"Bell County, TX",2017.0,147,347833,42.3
744,"Bell County, TX",2015.0,140,334941,41.8
745,"Bell County, TX",2012.0,127,323037,39.3
746,"Bell County, TX",2016.0,124,340411,36.4
747,"Belmont County, OH",2014.0,56,69461,80.6
748,"Belmont County, OH",2016.0,55,68673,80.1
749,"Belmont County, OH",2015.0,53,69154,76.6
750,"Belmont County, OH",2017.0,48,68029,70.6
751,"Belmont County, OH",2013.0,49,69571,70.4
752,"Belmont County, OH",2012.0,43,69671,61.7
753,"Beltrami County, MN",2016.0,18,46106,Unreliable
754,"Beltrami County, MN",2015.0,25,45672,54.7
755,"Beltrami County, MN",2012.0,22,45375,48.5
756,"Beltrami County, MN",2014.0,22,45664,48.2
757,"Beltrami County, MN",2017.0,22,46513,47.3
758,"Beltrami County, MN",2013.0,21,45670,46
759,"Ben Hill County, GA",2012.0,15,17538,Unreliable
760,"Ben Hill County, GA",2013.0,14,17515,Unreliable
761,"Ben Hill County, GA",2015.0,12,17403,Unreliable
762,"Ben Hill County, GA",2016.0,13,17243,Unreliable
763,"Ben Hill County, GA",2017.0,15,16996,Unreliable
764,"Benewah County, ID",2015.0,11,9052,Unreliable
765,"Bennington County, VT",2012.0,17,36697,Unreliable
766,"Bennington County, VT",2017.0,19,35594,Unreliable
767,"Bennington County, VT",2014.0,36,36445,98.8
768,"Bennington County, VT",2016.0,34,36191,93.9
769,"Bennington County, VT",2015.0,31,36317,85.4
770,"Bennington County, VT",2013.0,26,36659,70.9
771,"Benton County, AR",2012.0,117,232268,50.4
772,"Benton County, AR",2013.0,110,237297,46.4
773,"Benton County, AR",2015.0,114,249672,45.7
774,"Benton County, AR",2014.0,105,242321,43.3
775,"Benton County, AR",2017.0,107,266300,40.2
776,"Benton County, AR",2016.0,99,258291,38.3
777,"Benton County, IA",2012.0,14,25827,Unreliable
778,"Benton County, IA",2013.0,16,25699,Unreliable
779,"Benton County, IA",2014.0,13,25680,Unreliable
780,"Benton County, IA",2016.0,15,25699,Unreliable
781,"Benton County, IA",2017.0,23,25642,89.7
782,"Benton County, IA",2015.0,21,25658,81.8
783,"Benton County, MN",2012.0,18,38865,Unreliable
784,"Benton County, MN",2014.0,17,39506,Unreliable
785,"Benton County, MN",2015.0,16,39710,Unreliable
786,"Benton County, MN",2016.0,14,39992,Unreliable
787,"Benton County, MN",2017.0,15,39937,Unreliable
788,"Benton County, MN",2013.0,20,39214,51
789,"Benton County, MO",2015.0,33,18670,176.8
790,"Benton County, MO",2017.0,32,19074,167.8
791,"Benton County, MO",2013.0,30,18932,158.5
792,"Benton County, MO",2012.0,29,18962,152.9
793,"Benton County, MO",2016.0,25,18839,132.7
794,"Benton County, MO",2014.0,23,18806,122.3
795,"Benton County, MS",2013.0,10,8571,Unreliable
796,"Benton County, MS",2014.0,10,8296,Unreliable
797,"Benton County, OR",2012.0,40,86430,46.3
798,"Benton County, OR",2014.0,33,86316,38.2
799,"Benton County, OR",2017.0,32,90951,35.2
800,"Benton County, OR",2016.0,30,89385,33.6
801,"Benton County, OR",2013.0,23,86591,26.6
802,"Benton County, OR",2015.0,23,87572,26.3
803,"Benton County, TN",2015.0,19,16129,Unreliable
804,"Benton County, TN",2017.0,12,15986,Unreliable
805,"Benton County, TN",2014.0,27,16145,167.2
806,"Benton County, TN",2016.0,25,16014,156.1
807,"Benton County, TN",2013.0,24,16290,147.3
808,"Benton County, TN",2012.0,21,16361,128.4
809,"Benton County, WA",2012.0,91,182398,49.9
810,"Benton County, WA",2013.0,86,184486,46.6
811,"Benton County, WA",2015.0,82,190309,43.1
812,"Benton County, WA",2014.0,80,186486,42.9
813,"Benton County, WA",2016.0,71,193686,36.7
814,"Benton County, WA",2017.0,62,198171,31.3
815,"Benzie County, MI",2012.0,17,17465,Unreliable
816,"Benzie County, MI",2014.0,13,17519,Unreliable
817,"Benzie County, MI",2015.0,11,17457,Unreliable
818,"Benzie County, MI",2017.0,11,17573,Unreliable
819,"Benzie County, MI",2013.0,21,17428,120.5
820,"Bergen County, NJ",2012.0,404,918888,44
821,"Bergen County, NJ",2013.0,405,925328,43.8
822,"Bergen County, NJ",2015.0,384,938506,40.9
823,"Bergen County, NJ",2016.0,364,939151,38.8
824,"Bergen County, NJ",2014.0,357,933572,38.2
825,"Bergen County, NJ",2017.0,335,948406,35.3
826,"Berkeley County, SC",2013.0,110,194020,56.7
827,"Berkeley County, SC",2014.0,111,198205,56
828,"Berkeley County, SC",2016.0,114,210898,54.1
829,"Berkeley County, SC",2012.0,102,189781,53.7
830,"Berkeley County, SC",2017.0,108,217937,49.6
831,"Berkeley County, SC",2015.0,100,202786,49.3
832,"Berkeley County, WV",2016.0,76,113525,66.9
833,"Berkeley County, WV",2014.0,72,110497,65.2
834,"Berkeley County, WV",2012.0,69,107098,64.4
835,"Berkeley County, WV",2015.0,70,111901,62.6
836,"Berkeley County, WV",2017.0,66,114920,57.4
837,"Berkeley County, WV",2013.0,61,108706,56.1
838,"Berks County, PA",2016.0,239,414812,57.6
839,"Berks County, PA",2015.0,225,415271,54.2
840,"Berks County, PA",2013.0,218,413521,52.7
841,"Berks County, PA",2014.0,218,413691,52.7
842,"Berks County, PA",2012.0,215,413491,52
843,"Berks County, PA",2017.0,206,417854,49.3
844,"Berkshire County, MA",2015.0,100,127828,78.2
845,"Berkshire County, MA",2016.0,93,126903,73.3
846,"Berkshire County, MA",2012.0,94,130016,72.3
847,"Berkshire County, MA",2013.0,90,129585,69.5
848,"Berkshire County, MA",2017.0,87,126313,68.9
849,"Berkshire County, MA",2014.0,84,128715,65.3
850,"Bernalillo County, NM",2012.0,219,673460,32.5
851,"Bernalillo County, NM",2013.0,216,674221,32
852,"Bernalillo County, NM",2016.0,212,676953,31.3
853,"Bernalillo County, NM",2015.0,210,676685,31
854,"Bernalillo County, NM",2014.0,207,675551,30.6
855,"Bernalillo County, NM",2017.0,207,676773,30.6
856,"Berrien County, GA",2012.0,16,19041,Unreliable
857,"Berrien County, GA",2014.0,16,18700,Unreliable
858,"Berrien County, GA",2015.0,12,18963,Unreliable
859,"Berrien County, GA",2017.0,16,19186,Unreliable
860,"Berrien County, MI",2012.0,125,156067,80.1
861,"Berrien County, MI",2017.0,110,154259,71.3
862,"Berrien County, MI",2015.0,108,154636,69.8
863,"Berrien County, MI",2014.0,105,155233,67.6
864,"Berrien County, MI",2016.0,99,154010,64.3
865,"Berrien County, MI",2013.0,97,155252,62.5
866,"Bertie County, NC",2012.0,16,20653,Unreliable
867,"Bertie County, NC",2013.0,18,20344,Unreliable
868,"Bertie County, NC",2015.0,14,20199,Unreliable
869,"Bertie County, NC",2017.0,19,19224,Unreliable
870,"Bertie County, NC",2016.0,20,19854,100.7
871,"Bethel Census Area, AK",2016.0,10,17968,Unreliable
872,"Bexar County, TX",2012.0,529,1785704,29.6
873,"Bexar County, TX",2013.0,531,1817610,29.2
874,"Bexar County, TX",2014.0,532,1855866,28.7
875,"Bexar County, TX",2015.0,481,1897753,25.3
876,"Bexar County, TX",2017.0,474,1958578,24.2
877,"Bexar County, TX",2016.0,446,1928680,23.1
878,"Bibb County, AL",2012.0,17,22597,Unreliable
879,"Bibb County, AL",2013.0,16,22512,Unreliable
880,"Bibb County, AL",2014.0,19,22506,Unreliable
881,"Bibb County, AL",2015.0,11,22583,Unreliable
882,"Bibb County, AL",2016.0,13,22643,Unreliable
883,"Bibb County, AL",2017.0,16,22668,Unreliable
884,"Bibb County, GA",2013.0,108,154721,69.8
885,"Bibb County, GA",2014.0,99,153905,64.3
886,"Bibb County, GA",2012.0,98,156462,62.6
887,"Bibb County, GA",2015.0,78,153721,50.7
888,"Bibb County, GA",2017.0,76,152862,49.7
889,"Bibb County, GA",2016.0,71,152760,46.5
890,"Bienville Parish, LA",2012.0,14,14076,Unreliable
891,"Bienville Parish, LA",2013.0,11,13981,Unreliable
892,"Bienville Parish, LA",2014.0,13,13885,Unreliable
893,"Bienville Parish, LA",2015.0,14,13786,Unreliable
894,"Bienville Parish, LA",2016.0,12,13865,Unreliable
895,"Bingham County, ID",2012.0,10,45474,Unreliable
896,"Bingham County, ID",2013.0,15,45290,Unreliable
897,"Bingham County, ID",2014.0,10,45269,Unreliable
898,"Bingham County, ID",2015.0,16,44990,Unreliable
899,"Bingham County, ID",2017.0,12,45927,Unreliable
900,"Black Hawk County, IA",2012.0,83,131820,63
901,"Black Hawk County, IA",2015.0,80,133455,59.9
902,"Black Hawk County, IA",2017.0,74,132648,55.8
903,"Black Hawk County, IA",2013.0,73,132546,55.1
904,"Black Hawk County, IA",2014.0,65,132897,48.9
905,"Black Hawk County, IA",2016.0,63,132904,47.4
906,"Blackford County, IN",2013.0,10,12481,Unreliable
907,"Blackford County, IN",2014.0,14,12401,Unreliable
908,"Blackford County, IN",2016.0,16,12149,Unreliable
909,"Blackford County, IN",2017.0,17,11976,Unreliable
910,"Bladen County, NC",2015.0,33,34318,96.2
911,"Bladen County, NC",2012.0,33,34915,94.5
912,"Bladen County, NC",2016.0,30,33741,88.9
913,"Bladen County, NC",2014.0,27,34657,77.9
914,"Bladen County, NC",2013.0,24,34843,68.9
915,"Bladen County, NC",2017.0,21,33478,62.7
916,"Blair County, PA",2015.0,104,125593,82.8
917,"Blair County, PA",2013.0,83,126314,65.7
918,"Blair County, PA",2016.0,81,124650,65
919,"Blair County, PA",2014.0,70,125955,55.6
920,"Blair County, PA",2017.0,64,123457,51.8
921,"Blair County, PA",2012.0,63,127121,49.6
922,"Bleckley County, GA",2013.0,11,12771,Unreliable
923,"Bleckley County, GA",2016.0,12,12970,Unreliable
924,"Bledsoe County, TN",2012.0,10,12792,Unreliable
925,"Bledsoe County, TN",2014.0,11,13931,Unreliable
926,"Bledsoe County, TN",2015.0,11,14502,Unreliable
927,"Bledsoe County, TN",2016.0,11,14675,Unreliable
928,"Bledsoe County, TN",2017.0,15,14717,Unreliable
929,"Blount County, AL",2016.0,45,57704,78
930,"Blount County, AL",2017.0,45,58013,77.6
931,"Blount County, AL",2015.0,42,57673,72.8
932,"Blount County, AL",2012.0,42,57826,72.6
933,"Blount County, AL",2014.0,41,57719,71
934,"Blount County, AL",2013.0,38,57872,65.7
935,"Blount County, TN",2014.0,101,126339,79.9
