,County,Year,Deaths,Population,Crude Rate
10684,"Simpson County, KY",2014.0,10,17826,Unreliable
10685,"Simpson County, KY",2015.0,16,18006,Unreliable
10686,"Simpson County, KY",2016.0,18,18083,Unreliable
10687,"Simpson County, KY",2017.0,17,18108,Unreliable
10688,"Simpson County, MS",2016.0,17,26912,Unreliable
10689,"Simpson County, MS",2017.0,19,26947,Unreliable
10690,"Simpson County, MS",2014.0,23,27463,83.7
10691,"Simpson County, MS",2015.0,21,27222,77.1
10692,"Simpson County, MS",2013.0,21,27500,76.4
10693,"Simpson County, MS",2012.0,20,27374,73.1
10694,"Sioux County, IA",2012.0,17,34268,Unreliable
10695,"Sioux County, IA",2013.0,10,34547,Unreliable
10696,"Siskiyou County, CA",2012.0,34,44154,77
10697,"Siskiyou County, CA",2017.0,33,43853,75.3
10698,"Siskiyou County, CA",2014.0,31,43628,71.1
10699,"Siskiyou County, CA",2015.0,30,43554,68.9
10700,"Siskiyou County, CA",2016.0,28,43603,64.2
10701,"Siskiyou County, CA",2013.0,27,43799,61.6
10702,"Skagit County, WA",2017.0,78,125619,62.1
10703,"Skagit County, WA",2014.0,74,120365,61.5
10704,"Skagit County, WA",2013.0,65,118837,54.7
10705,"Skagit County, WA",2015.0,65,121846,53.3
10706,"Skagit County, WA",2016.0,59,123681,47.7
10707,"Skagit County, WA",2012.0,54,118222,45.7
10708,"Skagway Municipality, AK",2012.0,Missing,Missing,Missing
10709,"Skagway Municipality, AK",2013.0,Missing,Missing,Missing
10710,"Skagway-Hoonah-Angoon Census Area, AK",2014.0,Missing,Missing,Missing
10711,"Skagway-Hoonah-Angoon Census Area, AK",2015.0,Missing,Missing,Missing
10712,"Skagway-Hoonah-Angoon Census Area, AK",2016.0,Missing,Missing,Missing
10713,"Skagway-Hoonah-Angoon Census Area, AK",2017.0,Missing,Missing,Missing
10714,"Skamania County, WA",2015.0,11,11339,Unreliable
10715,"Smith County, MS",2012.0,10,16345,Unreliable
10716,"Smith County, MS",2013.0,11,16225,Unreliable
10717,"Smith County, MS",2015.0,15,16059,Unreliable
10718,"Smith County, MS",2016.0,12,15909,Unreliable
10719,"Smith County, TN",2013.0,15,19074,Unreliable
10720,"Smith County, TN",2014.0,14,19009,Unreliable
10721,"Smith County, TN",2015.0,15,19295,Unreliable
10722,"Smith County, TN",2012.0,22,19102,115.2
10723,"Smith County, TX",2012.0,111,214821,51.7
10724,"Smith County, TX",2017.0,104,227727,45.7
10725,"Smith County, TX",2016.0,98,225290,43.5
10726,"Smith County, TX",2013.0,86,216080,39.8
10727,"Smith County, TX",2015.0,70,222936,31.4
10728,"Smith County, TX",2014.0,64,218842,29.2
10729,"Smyth County, VA",2014.0,40,31555,126.8
10730,"Smyth County, VA",2012.0,35,31718,110.3
10731,"Smyth County, VA",2016.0,30,31062,96.6
10732,"Smyth County, VA",2015.0,30,31470,95.3
10733,"Smyth County, VA",2013.0,30,31652,94.8
10734,"Smyth County, VA",2017.0,26,30656,84.8
10735,"Snohomish County, WA",2013.0,313,745913,42
10736,"Snohomish County, WA",2015.0,318,772501,41.2
10737,"Snohomish County, WA",2012.0,295,733036,40.2
10738,"Snohomish County, WA",2017.0,308,801633,38.4
10739,"Snohomish County, WA",2014.0,275,759583,36.2
10740,"Snohomish County, WA",2016.0,271,787620,34.4
10741,"Snyder County, PA",2013.0,19,39865,Unreliable
10742,"Snyder County, PA",2014.0,13,40323,Unreliable
10743,"Snyder County, PA",2015.0,13,40444,Unreliable
10744,"Snyder County, PA",2016.0,14,40468,Unreliable
10745,"Snyder County, PA",2017.0,11,40801,Unreliable
10746,"Snyder County, PA",2012.0,22,39672,55.5
10747,"Socorro County, NM",2014.0,12,17310,Unreliable
10748,"Socorro County, NM",2016.0,12,17027,Unreliable
10749,"Solano County, CA",2012.0,207,420757,49.2
10750,"Solano County, CA",2013.0,189,424788,44.5
10751,"Solano County, CA",2014.0,181,431131,42
10752,"Solano County, CA",2016.0,181,440207,41.1
10753,"Solano County, CA",2017.0,168,445458,37.7
10754,"Solano County, CA",2015.0,157,436092,36
10755,"Somerset County, MD",2013.0,19,26273,Unreliable
10756,"Somerset County, MD",2015.0,17,25768,Unreliable
10757,"Somerset County, MD",2016.0,18,25928,Unreliable
10758,"Somerset County, MD",2014.0,23,25859,88.9
10759,"Somerset County, MD",2017.0,23,25918,88.7
10760,"Somerset County, MD",2012.0,21,26253,80
10761,"Somerset County, ME",2017.0,58,50626,114.6
10762,"Somerset County, ME",2016.0,50,50915,98.2
10763,"Somerset County, ME",2012.0,47,51910,90.5
10764,"Somerset County, ME",2013.0,41,51706,79.3
10765,"Somerset County, ME",2014.0,38,51163,74.3
10766,"Somerset County, ME",2015.0,38,51113,74.3
10767,"Somerset County, NJ",2012.0,132,327707,40.3
10768,"Somerset County, NJ",2013.0,121,330585,36.6
10769,"Somerset County, NJ",2014.0,118,332568,35.5
10770,"Somerset County, NJ",2016.0,112,333751,33.6
10771,"Somerset County, NJ",2015.0,109,333654,32.7
10772,"Somerset County, NJ",2017.0,103,335432,30.7
10773,"Somerset County, PA",2013.0,53,76520,69.3
10774,"Somerset County, PA",2012.0,51,76957,66.3
10775,"Somerset County, PA",2015.0,47,75522,62.2
10776,"Somerset County, PA",2016.0,41,75061,54.6
10777,"Somerset County, PA",2014.0,38,76218,49.9
10778,"Somerset County, PA",2017.0,36,74501,48.3
10779,"Sonoma County, CA",2012.0,214,491829,43.5
10780,"Sonoma County, CA",2013.0,213,495025,43
10781,"Sonoma County, CA",2016.0,215,503070,42.7
10782,"Sonoma County, CA",2014.0,204,500292,40.8
10783,"Sonoma County, CA",2017.0,204,504217,40.5
10784,"Sonoma County, CA",2015.0,195,502146,38.8
10785,"Southampton County, VA",2012.0,13,18409,Unreliable
10786,"Southampton County, VA",2013.0,12,18128,Unreliable
10787,"Southampton County, VA",2014.0,13,18059,Unreliable
10788,"Southampton County, VA",2015.0,11,18109,Unreliable
10789,"Southampton County, VA",2016.0,15,18057,Unreliable
10790,"Spalding County, GA",2014.0,46,63988,71.9
10791,"Spalding County, GA",2017.0,45,65380,68.8
10792,"Spalding County, GA",2016.0,43,64806,66.4
10793,"Spalding County, GA",2012.0,40,63865,62.6
10794,"Spalding County, GA",2013.0,37,63829,58
10795,"Spalding County, GA",2015.0,31,64051,48.4
10796,"Spartanburg County, SC",2012.0,206,288745,71.3
10797,"Spartanburg County, SC",2015.0,191,297302,64.2
10798,"Spartanburg County, SC",2017.0,188,306854,61.3
10799,"Spartanburg County, SC",2014.0,179,293542,61
10800,"Spartanburg County, SC",2013.0,161,290969,55.3
10801,"Spartanburg County, SC",2016.0,163,301463,54.1
10802,"Spencer County, IN",2012.0,17,20837,Unreliable
10803,"Spencer County, IN",2013.0,12,20944,Unreliable
10804,"Spencer County, IN",2014.0,13,20801,Unreliable
10805,"Spencer County, IN",2015.0,17,20715,Unreliable
10806,"Spencer County, IN",2016.0,13,20648,Unreliable
10807,"Spencer County, IN",2017.0,14,20394,Unreliable
10808,"Spencer County, KY",2012.0,17,17416,Unreliable
10809,"Spencer County, KY",2013.0,10,17637,Unreliable
10810,"Spencer County, KY",2015.0,10,17894,Unreliable
10811,"Spencer County, KY",2017.0,10,18507,Unreliable
10812,"Spokane County, WA",2015.0,261,490945,53.2
10813,"Spokane County, WA",2012.0,244,475735,51.3
10814,"Spokane County, WA",2014.0,242,484318,50
10815,"Spokane County, WA",2017.0,252,506152,49.8
10816,"Spokane County, WA",2013.0,237,479398,49.4
10817,"Spokane County, WA",2016.0,234,499072,46.9
10818,"Spotsylvania County, VA",2015.0,71,130475,54.4
10819,"Spotsylvania County, VA",2016.0,60,132010,45.5
10820,"Spotsylvania County, VA",2017.0,59,133033,44.3
10821,"Spotsylvania County, VA",2013.0,55,127348,43.2
10822,"Spotsylvania County, VA",2012.0,52,125684,41.4
10823,"Spotsylvania County, VA",2014.0,46,129188,35.6
10824,"St. Bernard Parish, LA",2014.0,19,44409,Unreliable
10825,"St. Bernard Parish, LA",2012.0,35,41635,84.1
10826,"St. Bernard Parish, LA",2017.0,30,46202,64.9
10827,"St. Bernard Parish, LA",2016.0,28,45688,61.3
10828,"St. Bernard Parish, LA",2013.0,24,43482,55.2
10829,"St. Bernard Parish, LA",2015.0,22,45408,48.4
10830,"St. Charles County, MO",2013.0,206,373495,55.2
10831,"St. Charles County, MO",2017.0,200,395504,50.6
10832,"St. Charles County, MO",2014.0,189,379493,49.8
10833,"St. Charles County, MO",2012.0,172,368666,46.7
10834,"St. Charles County, MO",2015.0,180,385590,46.7
10835,"St. Charles County, MO",2016.0,181,390918,46.3
10836,"St. Charles Parish, LA",2016.0,18,52923,Unreliable
10837,"St. Charles Parish, LA",2014.0,37,52745,70.1
10838,"St. Charles Parish, LA",2017.0,27,52749,51.2
10839,"St. Charles Parish, LA",2015.0,26,52812,49.2
10840,"St. Charles Parish, LA",2013.0,25,52617,47.5
10841,"St. Charles Parish, LA",2012.0,23,52681,43.7
10842,"St. Clair County, AL",2014.0,67,86697,77.3
10843,"St. Clair County, AL",2016.0,67,88019,76.1
10844,"St. Clair County, AL",2013.0,59,86308,68.4
10845,"St. Clair County, AL",2015.0,58,87074,66.6
10846,"St. Clair County, AL",2012.0,50,85237,58.7
10847,"St. Clair County, AL",2017.0,48,88199,54.4
10848,"St. Clair County, IL",2012.0,175,268858,65.1
10849,"St. Clair County, IL",2015.0,171,264052,64.8
10850,"St. Clair County, IL",2013.0,172,266955,64.4
10851,"St. Clair County, IL",2016.0,163,262759,62
10852,"St. Clair County, IL",2017.0,159,262479,60.6
10853,"St. Clair County, IL",2014.0,152,265729,57.2
10854,"St. Clair County, MI",2013.0,129,160469,80.4
10855,"St. Clair County, MI",2016.0,116,159587,72.7
10856,"St. Clair County, MI",2015.0,114,159875,71.3
10857,"St. Clair County, MI",2014.0,109,160078,68.1
10858,"St. Clair County, MI",2012.0,108,160644,67.2
10859,"St. Clair County, MI",2017.0,102,159350,64
10860,"St. Clair County, MO",2012.0,14,9474,Unreliable
10861,"St. Clair County, MO",2015.0,12,9440,Unreliable
10862,"St. Clair County, MO",2016.0,12,9272,Unreliable
10863,"St. Croix County, WI",2015.0,44,87513,50.3
10864,"St. Croix County, WI",2014.0,41,86759,47.3
10865,"St. Croix County, WI",2013.0,34,85930,39.6
10866,"St. Croix County, WI",2017.0,34,88703,38.3
10867,"St. Croix County, WI",2012.0,32,85242,37.5
10868,"St. Croix County, WI",2016.0,29,88029,32.9
10869,"St. Francis County, AR",2012.0,15,27858,Unreliable
10870,"St. Francis County, AR",2014.0,16,26899,Unreliable
10871,"St. Francis County, AR",2015.0,18,26589,Unreliable
10872,"St. Francis County, AR",2017.0,15,25930,Unreliable
10873,"St. Francis County, AR",2016.0,22,26196,84
10874,"St. Francis County, AR",2013.0,22,27260,80.7
10875,"St. Francois County, MO",2014.0,72,65960,109.2
10876,"St. Francois County, MO",2016.0,72,66627,108.1
10877,"St. Francois County, MO",2015.0,65,66520,97.7
10878,"St. Francois County, MO",2012.0,63,65917,95.6
10879,"St. Francois County, MO",2017.0,58,66705,87
10880,"St. Francois County, MO",2013.0,56,66215,84.6
10881,"St. Helena Parish, LA",2016.0,11,10512,Unreliable
10882,"St. James Parish, LA",2013.0,12,21752,Unreliable
10883,"St. James Parish, LA",2014.0,19,21638,Unreliable
10884,"St. James Parish, LA",2015.0,11,21567,Unreliable
10885,"St. James Parish, LA",2016.0,18,21557,Unreliable
10886,"St. James Parish, LA",2017.0,13,21367,Unreliable
10887,"St. John the Baptist Parish, LA",2012.0,16,44758,Unreliable
10888,"St. John the Baptist Parish, LA",2015.0,17,43626,Unreliable
10889,"St. John the Baptist Parish, LA",2016.0,19,43631,Unreliable
10890,"St. John the Baptist Parish, LA",2017.0,14,43441,Unreliable
10891,"St. John the Baptist Parish, LA",2014.0,21,43745,48
10892,"St. John the Baptist Parish, LA",2013.0,20,43761,45.7
10893,"St. Johns County, FL",2015.0,162,226640,71.5
10894,"St. Johns County, FL",2017.0,138,243812,56.6
10895,"St. Johns County, FL",2016.0,130,235087,55.3
10896,"St. Johns County, FL",2014.0,119,217919,54.6
10897,"St. Johns County, FL",2013.0,112,209647,53.4
10898,"St. Johns County, FL",2012.0,105,202188,51.9
10899,"St. Joseph County, IN",2015.0,155,268441,57.7
10900,"St. Joseph County, IN",2012.0,152,266344,57.1
10901,"St. Joseph County, IN",2013.0,152,266709,57
10902,"St. Joseph County, IN",2016.0,150,269141,55.7
10903,"St. Joseph County, IN",2014.0,146,267618,54.6
10904,"St. Joseph County, IN",2017.0,140,270434,51.8
10905,"St. Joseph County, MI",2017.0,46,60947,75.5
10906,"St. Joseph County, MI",2012.0,42,60796,69.1
10907,"St. Joseph County, MI",2014.0,42,60946,68.9
10908,"St. Joseph County, MI",2015.0,41,61018,67.2
10909,"St. Joseph County, MI",2013.0,39,60964,64
10910,"St. Joseph County, MI",2016.0,35,60853,57.5
10911,"St. Landry Parish, LA",2014.0,77,83709,92
10912,"St. Landry Parish, LA",2012.0,67,83662,80.1
10913,"St. Landry Parish, LA",2015.0,56,83848,66.8
10914,"St. Landry Parish, LA",2013.0,54,83454,64.7
10915,"St. Landry Parish, LA",2017.0,52,83497,62.3
10916,"St. Landry Parish, LA",2016.0,51,83883,60.8
10917,"St. Lawrence County, NY",2012.0,82,112232,73.1
10918,"St. Lawrence County, NY",2013.0,81,111963,72.3
10919,"St. Lawrence County, NY",2015.0,76,111007,68.5
10920,"St. Lawrence County, NY",2014.0,74,111400,66.4
10921,"St. Lawrence County, NY",2016.0,61,110038,55.4
10922,"St. Lawrence County, NY",2017.0,53,109623,48.3
10923,"St. Louis city, MO",2016.0,207,311404,66.5
10924,"St. Louis city, MO",2014.0,201,317419,63.3
10925,"St. Louis city, MO",2012.0,197,318172,61.9
10926,"St. Louis city, MO",2013.0,197,318416,61.9
10927,"St. Louis city, MO",2015.0,177,315685,56.1
10928,"St. Louis city, MO",2017.0,166,308626,53.8
10929,"St. Louis County, MN",2012.0,139,200319,69.4
10930,"St. Louis County, MN",2015.0,136,200431,67.9
10931,"St. Louis County, MN",2014.0,126,200949,62.7
10932,"St. Louis County, MN",2017.0,123,200000,61.5
10933,"St. Louis County, MN",2016.0,119,199980,59.5
10934,"St. Louis County, MN",2013.0,111,200540,55.4
10935,"St. Louis County, MO",2014.0,617,1001876,61.6
10936,"St. Louis County, MO",2012.0,587,1000438,58.7
10937,"St. Louis County, MO",2013.0,581,1001444,58
10938,"St. Louis County, MO",2015.0,581,1003362,57.9
10939,"St. Louis County, MO",2017.0,518,996726,52
10940,"St. Louis County, MO",2016.0,506,998581,50.7
10941,"St. Lucie County, FL",2014.0,224,291028,77
10942,"St. Lucie County, FL",2012.0,214,283866,75.4
10943,"St. Lucie County, FL",2013.0,215,286832,75
10944,"St. Lucie County, FL",2015.0,212,298563,71
10945,"St. Lucie County, FL",2016.0,210,306507,68.5
10946,"St. Lucie County, FL",2017.0,204,313506,65.1
10947,"St. Martin Parish, LA",2015.0,38,53835,70.6
10948,"St. Martin Parish, LA",2017.0,36,54171,66.5
10949,"St. Martin Parish, LA",2014.0,35,53315,65.6
10950,"St. Martin Parish, LA",2012.0,30,52726,56.9
10951,"St. Martin Parish, LA",2013.0,29,52936,54.8
10952,"St. Martin Parish, LA",2016.0,26,54007,48.1
10953,"St. Mary Parish, LA",2017.0,42,50973,82.4
10954,"St. Mary Parish, LA",2015.0,39,52810,73.8
10955,"St. Mary Parish, LA",2014.0,35,53162,65.8
10956,"St. Mary Parish, LA",2013.0,33,53543,61.6
10957,"St. Mary Parish, LA",2016.0,28,52093,53.8
10958,"St. Mary Parish, LA",2012.0,23,53697,42.8
10959,"St. Mary's County, MD",2017.0,62,112667,55
10960,"St. Mary's County, MD",2015.0,58,111413,52.1
10961,"St. Mary's County, MD",2012.0,55,108987,50.5
10962,"St. Mary's County, MD",2013.0,55,109633,50.2
10963,"St. Mary's County, MD",2014.0,55,110382,49.8
10964,"St. Mary's County, MD",2016.0,54,112587,48
10965,"St. Tammany Parish, LA",2013.0,138,242333,56.9
10966,"St. Tammany Parish, LA",2012.0,134,239453,56
10967,"St. Tammany Parish, LA",2014.0,132,245829,53.7
10968,"St. Tammany Parish, LA",2016.0,136,253602,53.6
10969,"St. Tammany Parish, LA",2017.0,136,256327,53.1
10970,"St. Tammany Parish, LA",2015.0,130,250088,52
10971,"Stafford County, VA",2015.0,56,142003,39.4
10972,"Stafford County, VA",2014.0,52,139992,37.1
10973,"Stafford County, VA",2012.0,47,134352,35
10974,"Stafford County, VA",2016.0,46,144361,31.9
10975,"Stafford County, VA",2013.0,43,136788,31.4
10976,"Stafford County, VA",2017.0,41,146649,28
10977,"Stanislaus County, CA",2013.0,231,525491,44
10978,"Stanislaus County, CA",2015.0,210,538388,39
10979,"Stanislaus County, CA",2016.0,198,541560,36.6
10980,"Stanislaus County, CA",2012.0,184,521726,35.3
10981,"Stanislaus County, CA",2017.0,192,547899,35
10982,"Stanislaus County, CA",2014.0,174,531997,32.7
10983,"Stanly County, NC",2014.0,49,60600,80.9
10984,"Stanly County, NC",2015.0,43,60714,70.8
10985,"Stanly County, NC",2012.0,42,60576,69.3
10986,"Stanly County, NC",2016.0,40,60791,65.8
10987,"Stanly County, NC",2017.0,39,61482,63.4
10988,"Stanly County, NC",2013.0,37,60635,61
10989,"Stark County, ND",2013.0,12,28212,Unreliable
10990,"Stark County, ND",2016.0,13,31199,Unreliable
10991,"Stark County, ND",2017.0,10,30209,Unreliable
10992,"Stark County, OH",2017.0,273,372542,73.3
10993,"Stark County, OH",2016.0,261,373612,69.9
10994,"Stark County, OH",2012.0,253,374868,67.5
10995,"Stark County, OH",2013.0,249,375432,66.3
10996,"Stark County, OH",2014.0,248,375736,66
10997,"Stark County, OH",2015.0,245,375165,65.3
10998,"Starke County, IN",2016.0,29,23009,126
10999,"Starke County, IN",2014.0,28,23074,121.3
11000,"Starke County, IN",2012.0,25,23213,107.7
11001,"Starke County, IN",2013.0,24,23197,103.5
11002,"Starke County, IN",2015.0,22,22958,95.8
11003,"Starke County, IN",2017.0,20,22893,87.4
11004,"Starr County, TX",2012.0,15,61615,Unreliable
11005,"Starr County, TX",2013.0,10,61963,Unreliable
11006,"Starr County, TX",2014.0,14,62955,Unreliable
11007,"Starr County, TX",2015.0,12,63795,Unreliable
11008,"Starr County, TX",2016.0,19,64122,Unreliable
11009,"Staunton city, VA",2016.0,19,24363,Unreliable
11010,"Staunton city, VA",2017.0,11,24528,Unreliable
11011,"Staunton city, VA",2015.0,23,24416,94.2
11012,"Staunton city, VA",2014.0,22,24538,89.7
11013,"Staunton city, VA",2012.0,21,23921,87.8
11014,"Staunton city, VA",2013.0,20,24350,82.1
11015,"Ste. Genevieve County, MO",2012.0,15,17740,Unreliable
11016,"Ste. Genevieve County, MO",2013.0,19,17778,Unreliable
11017,"Ste. Genevieve County, MO",2014.0,10,17914,Unreliable
11018,"Ste. Genevieve County, MO",2016.0,16,18030,Unreliable
11019,"Ste. Genevieve County, MO",2017.0,13,17843,Unreliable
11020,"Stearns County, MN",2014.0,69,152912,45.1
11021,"Stearns County, MN",2016.0,62,155652,39.8
11022,"Stearns County, MN",2017.0,60,157822,38
11023,"Stearns County, MN",2012.0,57,151606,37.6
11024,"Stearns County, MN",2013.0,52,152092,34.2
11025,"Stearns County, MN",2015.0,51,154708,33
11026,"Steele County, MN",2012.0,16,36322,Unreliable
11027,"Steele County, MN",2014.0,16,36573,Unreliable
11028,"Steele County, MN",2015.0,14,36755,Unreliable
11029,"Steele County, MN",2016.0,15,36805,Unreliable
11030,"Steele County, MN",2017.0,20,36887,54.2
11031,"Stephens County, GA",2016.0,17,25751,Unreliable
11032,"Stephens County, GA",2017.0,16,25890,Unreliable
11033,"Stephens County, GA",2012.0,32,25891,123.6
11034,"Stephens County, GA",2014.0,25,25480,98.1
11035,"Stephens County, GA",2015.0,24,25586,93.8
11036,"Stephens County, GA",2013.0,22,25683,85.7
11037,"Stephens County, OK",2014.0,38,44493,85.4
11038,"Stephens County, OK",2013.0,37,44919,82.4
11039,"Stephens County, OK",2016.0,35,44090,79.4
11040,"Stephens County, OK",2012.0,35,44779,78.2
11041,"Stephens County, OK",2015.0,26,44581,58.3
11042,"Stephens County, OK",2017.0,24,43332,55.4
11043,"Stephenson County, IL",2012.0,36,46959,76.7
11044,"Stephenson County, IL",2013.0,35,46740,74.9
11045,"Stephenson County, IL",2014.0,33,46435,71.1
11046,"Stephenson County, IL",2017.0,29,45054,64.4
11047,"Stephenson County, IL",2016.0,24,45624,52.6
11048,"Stephenson County, IL",2015.0,21,45749,45.9
11049,"Steuben County, IN",2017.0,19,34484,Unreliable
11050,"Steuben County, IN",2014.0,30,34308,87.4
11051,"Steuben County, IN",2012.0,28,34124,82.1
11052,"Steuben County, IN",2013.0,26,34358,75.7
11053,"Steuben County, IN",2016.0,24,34116,70.3
11054,"Steuben County, IN",2015.0,24,34372,69.8
11055,"Steuben County, NY",2012.0,85,99063,85.8
11056,"Steuben County, NY",2013.0,82,98650,83.1
11057,"Steuben County, NY",2014.0,71,98394,72.2
11058,"Steuben County, NY",2017.0,69,96281,71.7
11059,"Steuben County, NY",2015.0,69,97631,70.7
11060,"Steuben County, NY",2016.0,63,96940,65
11061,"Stevens County, WA",2016.0,29,44439,65.3
11062,"Stevens County, WA",2012.0,24,43538,55.1
11063,"Stevens County, WA",2013.0,23,43430,53
11064,"Stevens County, WA",2015.0,23,43791,52.5
11065,"Stevens County, WA",2014.0,21,43650,48.1
