County,Year,Deaths,Population,Crude Rate
"Blue Earth County, MN",2013,37,65528,56.5
"Blue Earth County, MN",2014,28,65385,42.8
"Blue Earth County, MN",2016,23,66441,34.6
"Blue Earth County, MN",2017,23,66973,34.3
"Blue Earth County, MN",2015,20,65787,30.4
"Bolivar County, MS",2016,27,32737,82.5
"Bolivar County, MS",2012,22,33904,64.9
"Bonner County, ID",2016,33,42536,77.6
"Bonner County, ID",2017,32,43560,73.5
"Bonner County, ID",2014,29,41585,69.7
"Bonner County, ID",2015,26,41859,62.1
"Bonner County, ID",2013,25,40699,61.4
"Bonner County, ID",2012,23,40476,56.8
"Bonneville County, ID",2013,30,107517,27.9
"Bonneville County, ID",2014,29,108623,26.7
"Bonneville County, ID",2017,25,114595,21.8
"Bonneville County, ID",2015,23,110089,20.9
"Boone County, AR",2013,41,37396,109.6
"Boone County, AR",2015,33,37222,88.7
"Boone County, AR",2014,30,37196,80.7
"Boone County, AR",2017,30,37381,80.3
"Boone County, AR",2016,28,37304,75.1
"Boone County, AR",2012,25,37327,67.0
"Boone County, IA",2015,21,26643,78.8
"Boone County, IA",2017,20,26484,75.5
"Boone County, IL",2014,30,53869,55.7
"Boone County, IL",2013,28,53957,51.9
"Boone County, IL",2016,27,53503,50.5
"Boone County, IL",2012,27,53940,50.1
"Boone County, IL",2015,26,53585,48.5
"Boone County, IL",2017,24,53513,44.8
"Boone County, IN",2013,38,60477,62.8
"Boone County, IN",2015,36,63344,56.8
"Boone County, IN",2017,36,65875,54.6
"Boone County, IN",2012,29,58944,49.2
"Boone County, IN",2014,26,61915,42.0
"Boone County, IN",2016,25,64653,38.7
"Boone County, KY",2012,71,123316,57.6
"Boone County, KY",2013,67,124442,53.8
"Boone County, KY",2014,67,126413,53.0
"Boone County, KY",2016,65,128536,50.6
"Boone County, KY",2015,63,127712,49.3
"Boone County, KY",2017,62,130728,47.4
"Boone County, MO",2016,67,176594,37.9
"Boone County, MO",2015,62,174974,35.4
"Boone County, MO",2013,58,170773,34.0
"Boone County, MO",2014,57,172717,33.0
"Boone County, MO",2012,55,168535,32.6
"Boone County, MO",2017,51,178271,28.6
"Boone County, WV",2014,30,23714,126.5
"Boone County, WV",2015,29,23372,124.1
"Boone County, WV",2016,24,22816,105.2
"Boone County, WV",2013,23,24224,94.9
"Boone County, WV",2012,23,24478,94.0
"Bosque County, TX",2013,23,17855,128.8
"Bosque County, TX",2014,20,17780,112.5
"Bossier Parish, LA",2015,72,125175,57.5
"Bossier Parish, LA",2012,67,122197,54.8
"Bossier Parish, LA",2013,66,123823,53.3
"Bossier Parish, LA",2014,64,125064,51.2
"Bossier Parish, LA",2016,57,126057,45.2
"Bossier Parish, LA",2017,43,127634,33.7
"Botetourt County, VA",2017,22,33192,66.3
"Botetourt County, VA",2013,20,33002,60.6
"Boulder County, CO",2013,76,310048,24.5
"Boulder County, CO",2016,79,322226,24.5
"Boulder County, CO",2012,66,305318,21.6
"Boulder County, CO",2014,59,313333,18.8
"Boulder County, CO",2017,59,322514,18.3
"Boulder County, CO",2015,55,319372,17.2
"Bourbon County, KY",2016,22,20030,109.8
"Bourbon County, KY",2015,20,20116,99.4
"Bowie County, TX",2012,77,93148,82.7
"Bowie County, TX",2015,75,93389,80.3
"Bowie County, TX",2013,66,93487,70.6
"Bowie County, TX",2016,66,93860,70.3
"Bowie County, TX",2014,63,93275,67.5
"Bowie County, TX",2017,52,94012,55.3
"Boyd County, KY",2015,52,48325,107.6
"Boyd County, KY",2012,51,49164,103.7
"Boyd County, KY",2013,44,48886,90.0
"Boyd County, KY",2017,43,47979,89.6
"Boyd County, KY",2014,40,48832,81.9
"Boyd County, KY",2016,34,48132,70.6
"Boyle County, KY",2016,22,30018,73.3
"Bradford County, FL",2015,23,26928,85.4
"Bradford County, FL",2013,22,26850,81.9
"Bradford County, PA",2013,54,62316,86.7
"Bradford County, PA",2014,48,61784,77.7
"Bradford County, PA",2012,45,62792,71.7
"Bradford County, PA",2015,42,61281,68.5
"Bradford County, PA",2016,33,60770,54.3
"Bradford County, PA",2017,32,60853,52.6
"Bradley County, TN",2012,74,101134,73.2
"Bradley County, TN",2015,76,104091,73.0
"Bradley County, TN",2013,71,101848,69.7
"Bradley County, TN",2016,69,104490,66.0
"Bradley County, TN",2017,69,105560,65.4
"Bradley County, TN",2014,62,102975,60.2
"Branch County, MI",2013,38,43649,87.1
"Branch County, MI",2014,34,43545,78.1
"Branch County, MI",2017,32,43410,73.7
"Branch County, MI",2016,28,43427,64.5
"Branch County, MI",2015,23,43664,52.7
"Brantley County, GA",2016,26,18355,141.7
"Brantley County, GA",2014,21,18417,114.0
"Brazoria County, TX",2012,147,324769,45.3
"Brazoria County, TX",2016,151,354195,42.6
"Brazoria County, TX",2013,132,330242,40.0
"Brazoria County, TX",2014,128,338124,37.9
"Brazoria County, TX",2017,130,362457,35.9
"Brazoria County, TX",2015,122,346312,35.2
"Brazos County, TX",2013,54,203164,26.6
"Brazos County, TX",2014,46,209152,22.0
"Brazos County, TX",2012,40,200665,19.9
"Brazos County, TX",2016,41,220417,18.6
"Brazos County, TX",2015,39,215037,18.1
"Brazos County, TX",2017,40,222830,18.0
"Breathitt County, KY",2015,24,13484,178.0
"Breathitt County, KY",2014,23,13409,171.5
"Breckinridge County, KY",2012,29,20071,144.5
"Breckinridge County, KY",2015,27,20018,134.9
"Breckinridge County, KY",2014,20,19888,100.6
"Breckinridge County, KY",2017,20,20111,99.4
"Brevard County, FL",2012,499,547307,91.2
"Brevard County, FL",2015,512,568088,90.1
"Brevard County, FL",2013,496,550823,90.0
"Brevard County, FL",2014,468,556885,84.0
"Brevard County, FL",2017,491,589162,83.3
"Brevard County, FL",2016,475,579130,82.0
"Bristol city, VA",2012,28,17662,158.5
"Bristol city, VA",2014,24,17184,139.7
"Bristol County, MA",2013,341,552780,61.7
"Bristol County, MA",2012,332,551082,60.2
"Bristol County, MA",2014,313,554194,56.5
"Bristol County, MA",2016,302,558324,54.1
"Bristol County, MA",2017,302,561483,53.8
"Bristol County, MA",2015,297,556772,53.3
"Bristol County, RI",2016,31,49067,63.2
"Bristol County, RI",2015,24,49084,48.9
"Bristol County, RI",2012,22,49144,44.8
"Bristol County, RI",2014,22,49060,44.8
"Bristol County, RI",2017,20,48912,40.9
"Bronx County, NY",2012,456,1408473,32.4
"Bronx County, NY",2013,407,1418733,28.7
"Bronx County, NY",2015,417,1455444,28.7
"Bronx County, NY",2016,413,1455720,28.4
"Bronx County, NY",2014,399,1438159,27.7
"Bronx County, NY",2017,399,1471160,27.1
"Brooke County, WV",2016,24,22977,104.5
"Brooke County, WV",2014,24,23530,102.0
"Brooke County, WV",2015,23,23350,98.5
"Broome County, NY",2014,122,197349,61.8
"Broome County, NY",2015,111,196567,56.5
"Broome County, NY",2016,106,195334,54.3
"Broome County, NY",2012,105,198060,53.0
"Broome County, NY",2013,102,197534,51.6
"Broome County, NY",2017,97,193639,50.1
"Broomfield County, CO",2015,20,65065,30.7
"Broward County, FL",2012,814,1815137,44.8
"Broward County, FL",2013,810,1838844,44.0
"Broward County, FL",2014,802,1869235,42.9
"Broward County, FL",2015,762,1896425,40.2
"Broward County, FL",2017,743,1935878,38.4
"Broward County, FL",2016,712,1909632,37.3
"Brown County, OH",2015,53,43839,120.9
"Brown County, OH",2016,45,43759,102.8
"Brown County, OH",2014,44,44116,99.7
"Brown County, OH",2013,39,44264,88.1
"Brown County, OH",2017,38,43576,87.2
"Brown County, OH",2012,37,44381,83.4
"Brown County, SD",2013,32,37907,84.4
"Brown County, SD",2014,24,38408,62.5
"Brown County, SD",2015,24,38785,61.9
"Brown County, SD",2012,23,37331,61.6
"Brown County, SD",2016,23,39128,58.8
"Brown County, TX",2016,34,38271,88.8
"Brown County, TX",2013,30,37749,79.5
"Brown County, TX",2012,29,37825,76.7
"Brown County, TX",2015,27,37896,71.2
"Brown County, TX",2014,22,37653,58.4
"Brown County, WI",2012,118,253032,46.6
"Brown County, WI",2015,119,258718,46.0
"Brown County, WI",2016,110,260401,42.2
"Brown County, WI",2014,107,256670,41.7
"Brown County, WI",2013,92,254586,36.1
"Brown County, WI",2017,92,262052,35.1
"Brunswick County, NC",2017,132,130897,100.8
"Brunswick County, NC",2012,112,112257,99.8
"Brunswick County, NC",2014,104,118836,87.5
"Brunswick County, NC",2013,97,115301,84.1
"Brunswick County, NC",2015,102,122765,83.1
"Brunswick County, NC",2016,99,126953,78.0
"Bryan County, GA",2016,23,36230,63.5
"Bryan County, OK",2013,47,44244,106.2
"Bryan County, OK",2012,45,43399,103.7
"Bryan County, OK",2016,39,45573,85.6
"Bryan County, OK",2017,38,46319,82.0
"Bryan County, OK",2014,31,44486,69.7
"Bryan County, OK",2015,29,44884,64.6
"Buchanan County, IA",2012,22,20942,105.1
"Buchanan County, MO",2012,80,89706,89.2
"Buchanan County, MO",2014,76,89486,84.9
"Buchanan County, MO",2013,73,89631,81.4
"Buchanan County, MO",2017,72,89065,80.8
"Buchanan County, MO",2015,67,89100,75.2
"Buchanan County, MO",2016,56,88938,63.0
"Buchanan County, VA",2015,27,22776,118.5
"Buchanan County, VA",2012,23,23859,96.4
"Buchanan County, VA",2014,21,23106,90.9
"Bucks County, PA",2013,372,626976,59.3
"Bucks County, PA",2015,348,627367,55.5
"Bucks County, PA",2012,327,627053,52.1
"Bucks County, PA",2016,315,626399,50.3
"Bucks County, PA",2014,313,626685,49.9
"Bucks County, PA",2017,305,628341,48.5
"Buffalo County, NE",2012,24,47463,50.6
"Buffalo County, NE",2014,21,48224,43.5
"Buffalo County, NE",2015,21,48863,43.0
"Bullitt County, KY",2015,61,78702,77.5
"Bullitt County, KY",2014,58,77955,74.4
"Bullitt County, KY",2016,58,79151,73.3
"Bullitt County, KY",2013,44,76854,57.3
"Bullitt County, KY",2017,45,80246,56.1
"Bullitt County, KY",2012,42,75896,55.3
"Bulloch County, GA",2016,44,74722,58.9
"Bulloch County, GA",2017,39,76149,51.2
"Bulloch County, GA",2013,35,71214,49.1
"Bulloch County, GA",2012,31,72694,42.6
"Bulloch County, GA",2015,30,72651,41.3
"Bulloch County, GA",2014,27,72087,37.5
"Buncombe County, NC",2016,168,256088,65.6
"Buncombe County, NC",2017,164,257607,63.7
"Buncombe County, NC",2015,152,253178,60.0
"Buncombe County, NC",2013,148,247912,59.7
"Buncombe County, NC",2012,145,244490,59.3
"Buncombe County, NC",2014,140,250539,55.9
"Bureau County, IL",2013,32,34056,94.0
"Bureau County, IL",2017,27,33243,81.2
"Bureau County, IL",2016,27,33359,80.9
"Bureau County, IL",2015,27,33587,80.4
"Burke County, NC",2016,77,88851,86.7
"Burke County, NC",2013,72,89842,80.1
"Burke County, NC",2012,71,90505,78.4
"Burke County, NC",2014,61,89486,68.2
"Burke County, NC",2015,59,88842,66.4
"Burke County, NC",2017,58,89293,65.0
"Burleigh County, ND",2012,41,85774,47.8
"Burleigh County, ND",2016,39,94487,41.3
"Burleigh County, ND",2015,36,92991,38.7
"Burleigh County, ND",2014,33,90503,36.5
"Burleigh County, ND",2013,32,88457,36.2
"Burleigh County, ND",2017,28,95030,29.5
"Burlington County, NJ",2014,231,449722,51.4
"Burlington County, NJ",2016,229,449284,51.0
"Burlington County, NJ",2015,225,450226,50.0
"Burlington County, NJ",2013,220,450838,48.8
"Burlington County, NJ",2012,220,451336,48.7
"Burlington County, NJ",2017,213,448596,47.5
"Burnet County, TX",2014,37,44943,82.3
"Burnet County, TX",2015,35,45463,77.0
"Burnet County, TX",2013,32,43823,73.0
"Burnet County, TX",2012,27,43448,62.1
"Burnet County, TX",2016,28,46243,60.5
"Burnet County, TX",2017,23,46804,49.1
"Burnett County, WI",2013,21,15333,137.0
"Burnett County, WI",2014,20,15328,130.5
"Butler County, AL",2013,20,20265,98.7
"Butler County, KS",2016,47,67025,70.1
"Butler County, KS",2015,44,66741,65.9
"Butler County, KS",2014,41,66227,61.9
"Butler County, KS",2017,35,66878,52.3
"Butler County, KS",2012,34,65827,51.7
"Butler County, KS",2013,34,65803,51.7
"Butler County, MO",2015,61,42951,142.0
"Butler County, MO",2017,53,42666,124.2
"Butler County, MO",2013,51,43083,118.4
"Butler County, MO",2016,45,42739,105.3
"Butler County, MO",2012,44,43053,102.2
"Butler County, MO",2014,39,42972,90.8
"Butler County, OH",2012,254,370589,68.5
"Butler County, OH",2013,237,371272,63.8
"Butler County, OH",2014,205,374158,54.8
"Butler County, OH",2016,202,377537,53.5
"Butler County, OH",2017,198,380604,52.0
"Butler County, OH",2015,192,376353,51.0
"Butler County, PA",2013,132,185476,71.2
"Butler County, PA",2015,109,186818,58.3
"Butler County, PA",2016,107,186847,57.3
"Butler County, PA",2017,101,187108,54.0
"Butler County, PA",2014,99,185943,53.2
"Butler County, PA",2012,94,184970,50.8
"Butte County, CA",2013,136,222090,61.2
"Butte County, CA",2012,132,221539,59.6
"Butte County, CA",2014,118,224241,52.6
"Butte County, CA",2017,120,229294,52.3
"Butte County, CA",2016,117,226864,51.6
"Butte County, CA",2015,116,225411,51.5
"Butts County, GA",2016,27,23817,113.4
"Butts County, GA",2012,25,23524,106.3
"Butts County, GA",2013,22,23361,94.2
"Cabarrus County, NC",2012,95,184498,51.5
"Cabarrus County, NC",2015,89,196762,45.2
"Cabarrus County, NC",2013,83,187226,44.3
"Cabarrus County, NC",2016,89,201590,44.1
"Cabarrus County, NC",2014,84,192103,43.7
"Cabarrus County, NC",2017,84,206872,40.6
"Cabell County, WV",2012,84,96974,86.6
"Cabell County, WV",2014,79,97109,81.4
"Cabell County, WV",2015,78,96844,80.5
"Cabell County, WV",2013,76,97133,78.2
"Cabell County, WV",2017,63,94958,66.3
"Cabell County, WV",2016,57,95987,59.4
"Caddo County, OK",2012,29,29678,97.7
"Caddo County, OK",2016,26,29557,88.0
"Caddo Parish, LA",2014,171,252603,67.7
"Caddo Parish, LA",2015,159,251460,63.2
"Caddo Parish, LA",2013,156,254887,61.2
"Caddo Parish, LA",2012,155,257093,60.3
"Caddo Parish, LA",2016,142,248851,57.1
"Caddo Parish, LA",2017,132,246581,53.5
"Calaveras County, CA",2014,38,44624,85.2
"Calaveras County, CA",2016,36,45171,79.7
"Calaveras County, CA",2013,34,44515,76.4
"Calaveras County, CA",2017,34,45670,74.4
"Calaveras County, CA",2012,28,44742,62.6
"Calaveras County, CA",2015,21,44828,46.8
"Calcasieu Parish, LA",2015,134,198788,67.4
"Calcasieu Parish, LA",2012,121,194493,62.2
"Calcasieu Parish, LA",2014,116,197204,58.8
"Calcasieu Parish, LA",2017,117,202445,57.8
"Calcasieu Parish, LA",2013,111,195296,56.8
"Calcasieu Parish, LA",2016,97,200601,48.4
"Caldwell County, KY",2012,21,12935,162.4
"Caldwell County, NC",2014,84,81484,103.1
"Caldwell County, NC",2012,77,81930,94.0
"Caldwell County, NC",2013,72,81990,87.8
"Caldwell County, NC",2015,69,81287,84.9
"Caldwell County, NC",2016,60,81449,73.7
"Caldwell County, NC",2017,59,81981,72.0
"Caledonia County, VT",2013,26,31157,83.4
"Caledonia County, VT",2014,24,30981,77.5
"Caledonia County, VT",2012,20,31121,64.3
"Calhoun County, AL",2016,89,114611,77.7
"Calhoun County, AL",2014,90,115916,77.6
"Calhoun County, AL",2017,89,114728,77.6
"Calhoun County, AL",2013,90,116736,77.1
"Calhoun County, AL",2012,87,117296,74.2
"Calhoun County, AL",2015,71,115620,61.4
"Calhoun County, FL",2017,20,14483,138.1
"Calhoun County, MI",2012,108,135099,79.9
"Calhoun County, MI",2014,99,134878,73.4
"Calhoun County, MI",2016,91,134386,67.7
"Calhoun County, MI",2015,89,134314,66.3
"Calhoun County, MI",2017,85,134128,63.4
"Calhoun County, MI",2013,84,135012,62.2
"Calhoun County, TX",2013,20,21806,91.7
"Callaway County, MO",2017,34,45032,75.5
"Callaway County, MO",2016,34,45078,75.4
"Callaway County, MO",2012,31,44305,70.0
"Callaway County, MO",2014,29,44750,64.8
"Callaway County, MO",2015,23,44834,51.3
"Calloway County, KY",2013,30,37657,79.7
"Calloway County, KY",2014,27,38282,70.5
"Calloway County, KY",2015,23,38343,60.0
"Calloway County, KY",2017,21,38919,54.0
"Calumet County, WI",2012,22,49634,44.3
"Calumet County, WI",2014,20,49491,40.4
"Calvert County, MD",2016,46,91251,50.4
"Calvert County, MD",2013,45,90484,49.7
"Calvert County, MD",2012,44,89628,49.1
"Calvert County, MD",2014,44,90613,48.6
"Calvert County, MD",2015,35,90595,38.6
"Calvert County, MD",2017,32,91502,35.0
"Cambria County, PA",2012,99,141584,69.9
"Cambria County, PA",2013,96,140499,68.3
"Cambria County, PA",2015,88,136411,64.5
"Cambria County, PA",2017,83,133054,62.4
"Cambria County, PA",2016,84,134732,62.3
"Cambria County, PA",2014,79,137732,57.4
"Camden County, GA",2013,27,51476,52.5
"Camden County, GA",2014,27,52027,51.9
"Camden County, GA",2016,24,53008,45.3
"Camden County, GA",2015,22,52102,42.2
"Camden County, GA",2012,20,51402,38.9
"Camden County, MO",2015,49,44237,110.8
"Camden County, MO",2012,47,43845,107.2
"Camden County, MO",2017,42,45632,92.0
"Camden County, MO",2016,40,44497,89.9
"Camden County, MO",2014,35,44021,79.5
"Camden County, MO",2013,34,43862,77.5
"Camden County, NJ",2014,293,511038,57.3
"Camden County, NJ",2012,283,513539,55.1
"Camden County, NJ",2015,275,510923,53.8
"Camden County, NJ",2013,273,512854,53.2
"Camden County, NJ",2016,234,510150,45.9
"Camden County, NJ",2017,217,510719,42.5
"Cameron County, TX",2014,112,420392,26.6
"Cameron County, TX",2016,93,422135,22.0
"Cameron County, TX",2015,91,422156,21.6
"Cameron County, TX",2013,87,417276,20.8
"Cameron County, TX",2012,84,415557,20.2
"Cameron County, TX",2017,63,423725,14.9
"Campbell County, KY",2016,68,92211,73.7
"Campbell County, KY",2014,64,91833,69.7
"Campbell County, KY",2013,58,90988,63.7
"Campbell County, KY",2015,56,92066,60.8
"Campbell County, KY",2012,54,90908,59.4
"Campbell County, KY",2017,40,92488,43.2
"Campbell County, TN",2017,58,39648,146.3
"Campbell County, TN",2012,58,40420,143.5
"Campbell County, TN",2016,52,39714,130.9
"Campbell County, TN",2015,52,39752,130.8
"Campbell County, TN",2013,43,40238,106.9
"Campbell County, TN",2014,35,39918,87.7
"Campbell County, VA",2016,44,54952,80.1
"Campbell County, VA",2014,40,54885,72.9
"Campbell County, VA",2012,35,55163,63.4
"Campbell County, VA",2013,35,55235,63.4
"Campbell County, VA",2015,34,55086,61.7
"Campbell County, VA",2017,24,55010,43.6
"Canadian County, OK",2015,69,133378,51.7
"Canadian County, OK",2012,59,122560,48.1
"Canadian County, OK",2017,62,139926,44.3
"Canadian County, OK",2013,52,126123,41.2
"Canadian County, OK",2014,53,129582,40.9
"Canadian County, OK",2016,46,136532,33.7
"Canyon County, ID",2012,81,193888,41.8
"Canyon County, ID",2015,82,207478,39.5
"Canyon County, ID",2013,72,198871,36.2
"Canyon County, ID",2016,69,211698,32.6
"Canyon County, ID",2017,65,216699,30.0
"Canyon County, ID",2014,59,203143,29.0
"Cape Girardeau County, MO",2013,63,77320,81.5
"Cape Girardeau County, MO",2012,51,76950,66.3
"Cape Girardeau County, MO",2014,44,78043,56.4
"Cape Girardeau County, MO",2015,43,78572,54.7
"Cape Girardeau County, MO",2016,42,78913,53.2
"Cape Girardeau County, MO",2017,41,78161,52.5
"Cape May County, NJ",2012,90,96304,93.5
"Cape May County, NJ",2014,87,95344,91.2
"Cape May County, NJ",2013,84,95897,87.6
"Cape May County, NJ",2017,76,93553,81.2
"Cape May County, NJ",2015,74,94727,78.1
"Cape May County, NJ",2016,61,94430,64.6
"Carbon County, PA",2015,54,63960,84.4
"Carbon County, PA",2012,53,65006,81.5
"Carbon County, PA",2013,52,64786,80.3
"Carbon County, PA",2014,46,64441,71.4
"Carbon County, PA",2016,45,63594,70.8
"Carbon County, PA",2017,43,63853,67.3
"Carlton County, MN",2014,23,35571,64.7
"Carlton County, MN",2015,23,35569,64.7
"Carlton County, MN",2012,21,35348,59.4
"Caroline County, MD",2014,36,32538,110.6
"Caroline County, MD",2013,29,32693,88.7
"Caroline County, MD",2012,23,32718,70.3
"Caroline County, MD",2017,22,33193,66.3
"Caroline County, VA",2012,23,28972,79.4
"Caroline County, VA",2013,22,29298,75.1
"Carroll County, AR",2012,23,27610,83.3
"Carroll County, GA",2016,76,116261,65.4
"Carroll County, GA",2012,70,111580,62.7
"Carroll County, GA",2017,69,117812,58.6
"Carroll County, GA",2014,66,114093,57.8
"Carroll County, GA",2015,63,114545,55.0
"Carroll County, GA",2013,55,112355,49.0
"Carroll County, IN",2014,23,19923,115.4
"Carroll County, MD",2012,93,167217,55.6
"Carroll County, MD",2013,88,167564,52.5
"Carroll County, MD",2015,87,167627,51.9
"Carroll County, MD",2016,84,167656,50.1
"Carroll County, MD",2014,80,167830,47.7
"Carroll County, MD",2017,78,167781,46.5
"Carroll County, NH",2016,44,47289,93.0
"Carroll County, NH",2014,38,47399,80.2
"Carroll County, NH",2015,35,47285,74.0
