County,Year,Deaths,Population,Crude Rate
"Russell County, AL",2016,42,58172,72.2
"Russell County, AL",2013,32,59585,53.7
"Russell County, AL",2014,28,59608,47.0
"Russell County, AL",2015,28,59660,46.9
"Russell County, KY",2012,27,17497,154.3
"Russell County, KY",2014,23,17774,129.4
"Russell County, KY",2017,23,17775,129.4
"Russell County, VA",2012,27,28445,94.9
"Russell County, VA",2015,22,27891,78.9
"Russell County, VA",2014,22,28023,78.5
"Russell County, VA",2013,22,28264,77.8
"Russell County, VA",2017,21,27048,77.6
"Russell County, VA",2016,21,27370,76.7
"Rutherford County, NC",2016,60,66421,90.3
"Rutherford County, NC",2013,55,66956,82.1
"Rutherford County, NC",2015,46,66390,69.3
"Rutherford County, NC",2012,44,67323,65.4
"Rutherford County, NC",2014,43,66600,64.6
"Rutherford County, NC",2017,41,66551,61.6
"Rutherford County, TN",2012,124,274454,45.2
"Rutherford County, TN",2014,130,288906,45.0
"Rutherford County, TN",2016,132,308251,42.8
"Rutherford County, TN",2015,117,298612,39.2
"Rutherford County, TN",2017,124,317157,39.1
"Rutherford County, TN",2013,94,281029,33.4
"Rutland County, VT",2014,50,60086,83.2
"Rutland County, VT",2015,47,59736,78.7
"Rutland County, VT",2017,45,59087,76.2
"Rutland County, VT",2016,41,59310,69.1
"Rutland County, VT",2012,40,60869,65.7
"Rutland County, VT",2013,38,60622,62.7
"Sabine County, TX",2014,20,10350,193.2
"Sabine Parish, LA",2017,22,24018,91.6
"Sacramento County, CA",2014,622,1482026,42.0
"Sacramento County, CA",2012,599,1450121,41.3
"Sacramento County, CA",2013,561,1462131,38.4
"Sacramento County, CA",2015,550,1501335,36.6
"Sacramento County, CA",2017,542,1530615,35.4
"Sacramento County, CA",2016,527,1514460,34.8
"Sagadahoc County, ME",2013,31,35013,88.5
"Sagadahoc County, ME",2014,31,35045,88.5
"Sagadahoc County, ME",2015,30,35149,85.4
"Saginaw County, MI",2015,135,193307,69.8
"Saginaw County, MI",2017,132,191934,68.8
"Saginaw County, MI",2012,136,198353,68.6
"Saginaw County, MI",2014,133,195012,68.2
"Saginaw County, MI",2013,129,196542,65.6
"Saginaw County, MI",2016,103,192326,53.6
"Salem city, VA",2017,27,25862,104.4
"Salem city, VA",2015,21,25432,82.6
"Salem city, VA",2012,20,24970,80.1
"Salem city, VA",2014,20,25483,78.5
"Salem County, NJ",2017,64,62792,101.9
"Salem County, NJ",2014,51,64715,78.8
"Salem County, NJ",2016,48,63436,75.7
"Salem County, NJ",2015,40,64180,62.3
"Salem County, NJ",2013,38,65166,58.3
"Salem County, NJ",2012,35,65774,53.2
"Saline County, AR",2015,86,117460,73.2
"Saline County, AR",2014,81,115719,70.0
"Saline County, AR",2012,75,111845,67.1
"Saline County, AR",2013,76,114404,66.4
"Saline County, AR",2016,72,118703,60.7
"Saline County, AR",2017,71,119323,59.5
"Saline County, IL",2017,30,24102,124.5
"Saline County, IL",2014,28,24612,113.8
"Saline County, IL",2013,26,24939,104.3
"Saline County, IL",2012,23,24946,92.2
"Saline County, IL",2015,20,24548,81.5
"Saline County, KS",2013,42,55740,75.3
"Saline County, KS",2017,40,54734,73.1
"Saline County, KS",2015,38,55691,68.2
"Saline County, KS",2012,36,55988,64.3
"Saline County, KS",2014,35,55755,62.8
"Saline County, KS",2016,29,55142,52.6
"Salt Lake County, UT",2014,194,1091742,17.8
"Salt Lake County, UT",2016,194,1121354,17.3
"Salt Lake County, UT",2015,189,1107314,17.1
"Salt Lake County, UT",2013,184,1079721,17.0
"Salt Lake County, UT",2012,175,1063842,16.4
"Salt Lake County, UT",2017,167,1135649,14.7
"Sampson County, NC",2016,52,63124,82.4
"Sampson County, NC",2017,49,63430,77.3
"Sampson County, NC",2012,45,63949,70.4
"Sampson County, NC",2014,41,64050,64.0
"Sampson County, NC",2013,41,64150,63.9
"Sampson County, NC",2015,39,63724,61.2
"San Benito County, CA",2012,20,56884,35.2
"San Benito County, CA",2017,20,60310,33.2
"San Bernardino County, CA",2013,624,2088371,29.9
"San Bernardino County, CA",2014,629,2112619,29.8
"San Bernardino County, CA",2012,619,2081313,29.7
"San Bernardino County, CA",2015,616,2128133,28.9
"San Bernardino County, CA",2017,588,2157404,27.3
"San Bernardino County, CA",2016,558,2140096,26.1
"San Diego County, CA",2013,1108,3211252,34.5
"San Diego County, CA",2012,1087,3177063,34.2
"San Diego County, CA",2014,1005,3263431,30.8
"San Diego County, CA",2015,1002,3299521,30.4
"San Diego County, CA",2016,987,3317749,29.7
"San Diego County, CA",2017,961,3337685,28.8
"San Francisco County, CA",2013,319,837442,38.1
"San Francisco County, CA",2012,296,825863,35.8
"San Francisco County, CA",2015,307,864816,35.5
"San Francisco County, CA",2014,301,852469,35.3
"San Francisco County, CA",2016,272,870887,31.2
"San Francisco County, CA",2017,270,884363,30.5
"San Jacinto County, TX",2012,38,27126,140.1
"San Jacinto County, TX",2016,29,27707,104.7
"San Jacinto County, TX",2013,26,26856,96.8
"San Jacinto County, TX",2015,23,27413,83.9
"San Joaquin County, CA",2012,269,702612,38.3
"San Joaquin County, CA",2013,266,704379,37.8
"San Joaquin County, CA",2014,268,715597,37.5
"San Joaquin County, CA",2015,260,726106,35.8
"San Joaquin County, CA",2016,224,733709,30.5
"San Joaquin County, CA",2017,217,745424,29.1
"San Juan County, NM",2016,38,115079,33.0
"San Juan County, NM",2014,40,123785,32.3
"San Juan County, NM",2015,33,118737,27.8
"San Juan County, NM",2012,35,128529,27.2
"San Juan County, NM",2013,33,126503,26.1
"San Juan County, NM",2017,33,126926,26.0
"San Luis Obispo County, CA",2013,127,276443,45.9
"San Luis Obispo County, CA",2014,119,279083,42.6
"San Luis Obispo County, CA",2016,117,282887,41.4
"San Luis Obispo County, CA",2012,111,274804,40.4
"San Luis Obispo County, CA",2015,111,281401,39.4
"San Luis Obispo County, CA",2017,110,283405,38.8
"San Mateo County, CA",2012,245,739311,33.1
"San Mateo County, CA",2015,237,765135,31.0
"San Mateo County, CA",2014,228,758581,30.1
"San Mateo County, CA",2016,228,764797,29.8
"San Mateo County, CA",2013,219,747373,29.3
"San Mateo County, CA",2017,184,771410,23.9
"San Patricio County, TX",2015,39,67357,57.9
"San Patricio County, TX",2013,37,66137,55.9
"San Patricio County, TX",2012,33,65600,50.3
"San Patricio County, TX",2014,32,66915,47.8
"San Patricio County, TX",2017,29,67215,43.1
"San Patricio County, TX",2016,25,67655,37.0
"Sandoval County, NM",2013,47,136575,34.4
"Sandoval County, NM",2015,44,139394,31.6
"Sandoval County, NM",2012,42,135588,31.0
"Sandoval County, NM",2014,42,137608,30.5
"Sandoval County, NM",2016,39,142025,27.5
"Sandoval County, NM",2017,37,142507,26.0
"Sandusky County, OH",2012,49,60510,81.0
"Sandusky County, OH",2013,48,60098,79.9
"Sandusky County, OH",2017,41,59195,69.3
"Sandusky County, OH",2016,39,59330,65.7
"Sandusky County, OH",2015,39,59679,65.3
"Sandusky County, OH",2014,33,60179,54.8
"Sangamon County, IL",2014,142,198997,71.4
"Sangamon County, IL",2012,129,199271,64.7
"Sangamon County, IL",2015,127,198712,63.9
"Sangamon County, IL",2013,123,199145,61.8
"Sangamon County, IL",2017,118,196452,60.1
"Sangamon County, IL",2016,108,197499,54.7
"Sanilac County, MI",2015,33,41475,79.6
"Sanilac County, MI",2012,32,42268,75.7
"Sanilac County, MI",2017,30,41269,72.7
"Sanilac County, MI",2016,30,41409,72.4
"Sanilac County, MI",2014,26,41587,62.5
"Sanilac County, MI",2013,25,41823,59.8
"Santa Barbara County, CA",2015,146,444769,32.8
"Santa Barbara County, CA",2014,125,440668,28.4
"Santa Barbara County, CA",2012,122,431249,28.3
"Santa Barbara County, CA",2016,120,446170,26.9
"Santa Barbara County, CA",2017,119,448150,26.6
"Santa Barbara County, CA",2013,115,435697,26.4
"Santa Clara County, CA",2014,531,1894605,28.0
"Santa Clara County, CA",2015,530,1918044,27.6
"Santa Clara County, CA",2012,471,1837504,25.6
"Santa Clara County, CA",2013,467,1862041,25.1
"Santa Clara County, CA",2016,464,1919402,24.2
"Santa Clara County, CA",2017,450,1938153,23.2
"Santa Cruz County, CA",2015,87,274146,31.7
"Santa Cruz County, CA",2012,82,266776,30.7
"Santa Cruz County, CA",2017,79,275897,28.6
"Santa Cruz County, CA",2013,69,269419,25.6
"Santa Cruz County, CA",2014,67,271804,24.7
"Santa Cruz County, CA",2016,67,274673,24.4
"Santa Fe County, NM",2012,46,146375,31.4
"Santa Fe County, NM",2017,46,148750,30.9
"Santa Fe County, NM",2013,42,147423,28.5
"Santa Fe County, NM",2016,42,148651,28.3
"Santa Fe County, NM",2015,41,148686,27.6
"Santa Fe County, NM",2014,36,148164,24.3
"Santa Rosa County, FL",2013,102,161096,63.3
"Santa Rosa County, FL",2012,97,158512,61.2
"Santa Rosa County, FL",2015,94,167040,56.3
"Santa Rosa County, FL",2017,96,174272,55.1
"Santa Rosa County, FL",2014,81,163422,49.6
"Santa Rosa County, FL",2016,81,170497,47.5
"Sarasota County, FL",2012,370,386147,95.8
"Sarasota County, FL",2013,374,390429,95.8
"Sarasota County, FL",2015,377,405549,93.0
"Sarasota County, FL",2014,346,396962,87.2
"Sarasota County, FL",2016,337,412569,81.7
"Sarasota County, FL",2017,312,419119,74.4
"Saratoga County, NY",2013,148,223865,66.1
"Saratoga County, NY",2014,147,224921,65.4
"Saratoga County, NY",2016,144,227053,63.4
"Saratoga County, NY",2015,135,226249,59.7
"Saratoga County, NY",2012,120,222133,54.0
"Saratoga County, NY",2017,111,229869,48.3
"Sarpy County, NE",2014,77,172193,44.7
"Sarpy County, NE",2013,75,169331,44.3
"Sarpy County, NE",2015,62,175692,35.3
"Sarpy County, NE",2016,63,179023,35.2
"Sarpy County, NE",2012,57,165853,34.4
"Sarpy County, NE",2017,61,181439,33.6
"Sauk County, WI",2012,53,62597,84.7
"Sauk County, WI",2017,40,63981,62.5
"Sauk County, WI",2013,35,63162,55.4
"Sauk County, WI",2015,30,63642,47.1
"Sauk County, WI",2016,29,63949,45.3
"Sauk County, WI",2014,26,63379,41.0
"Sawyer County, WI",2016,20,16369,122.2
"Schenectady County, NY",2013,94,155333,60.5
"Schenectady County, NY",2016,89,154553,57.6
"Schenectady County, NY",2012,86,155124,55.4
"Schenectady County, NY",2014,85,155735,54.6
"Schenectady County, NY",2015,82,154604,53.0
"Schenectady County, NY",2017,76,155565,48.9
"Schoharie County, NY",2015,28,31330,89.4
"Schoharie County, NY",2014,24,31566,76.0
"Schuylkill County, PA",2014,124,145797,85.0
"Schuylkill County, PA",2012,121,147063,82.3
"Schuylkill County, PA",2015,117,144590,80.9
"Schuylkill County, PA",2013,108,146920,73.5
"Schuylkill County, PA",2017,104,142569,72.9
"Schuylkill County, PA",2016,99,143573,69.0
"Scioto County, OH",2014,67,77258,86.7
"Scioto County, OH",2016,66,76088,86.7
"Scioto County, OH",2013,67,78153,85.7
"Scioto County, OH",2012,66,78477,84.1
"Scioto County, OH",2015,64,76825,83.3
"Scioto County, OH",2017,52,75929,68.5
"Scotland County, NC",2016,36,35244,102.1
"Scotland County, NC",2014,34,35576,95.6
"Scotland County, NC",2013,31,36025,86.1
"Scotland County, NC",2015,28,35509,78.9
"Scotland County, NC",2012,27,36094,74.8
"Scotland County, NC",2017,23,35093,65.5
"Scott County, IA",2013,108,170385,63.4
"Scott County, IA",2017,101,172509,58.5
"Scott County, IA",2016,94,172474,54.5
"Scott County, IA",2014,87,171387,50.8
"Scott County, IA",2012,84,168799,49.8
"Scott County, IA",2015,85,172126,49.4
"Scott County, IN",2013,26,23972,108.5
"Scott County, IN",2017,25,23870,104.7
"Scott County, IN",2014,23,23712,97.0
"Scott County, IN",2016,23,23730,96.9
"Scott County, KY",2012,33,49057,67.3
"Scott County, KY",2014,29,51284,56.5
"Scott County, KY",2013,26,49947,52.1
"Scott County, KY",2015,21,52420,40.1
"Scott County, KY",2016,21,53972,38.9
"Scott County, MN",2015,50,141660,35.3
"Scott County, MN",2016,46,143680,32.0
"Scott County, MN",2012,42,135152,31.1
"Scott County, MN",2014,41,139672,29.4
"Scott County, MN",2017,41,145827,28.1
"Scott County, MN",2013,37,137232,27.0
"Scott County, MO",2013,49,39290,124.7
"Scott County, MO",2014,40,38903,102.8
"Scott County, MO",2017,35,38541,90.8
"Scott County, MO",2016,33,38745,85.2
"Scott County, MO",2012,33,39139,84.3
"Scott County, MO",2015,29,39008,74.3
"Scott County, MS",2017,26,28420,91.5
"Scott County, MS",2012,24,28250,85.0
"Scott County, MS",2014,21,28461,73.8
"Scott County, MS",2016,20,28207,70.9
"Scott County, TN",2017,31,21989,141.0
"Scott County, TN",2016,24,21947,109.4
"Scott County, TN",2012,24,22173,108.2
"Scott County, TN",2015,23,21950,104.8
"Scott County, TN",2014,23,21987,104.6
"Scott County, VA",2016,26,21930,118.6
"Scott County, VA",2015,25,22126,113.0
"Scott County, VA",2013,25,22640,110.4
"Scott County, VA",2017,24,21865,109.8
"Scott County, VA",2012,24,22781,105.4
"Scotts Bluff County, NE",2016,21,36422,57.7
"Sebastian County, AR",2012,104,127304,81.7
"Sebastian County, AR",2014,99,126776,78.1
"Sebastian County, AR",2015,95,127780,74.3
"Sebastian County, AR",2013,85,127342,66.7
"Sebastian County, AR",2017,75,128107,58.5
"Sebastian County, AR",2016,71,127793,55.6
"Sedgwick County, KS",2014,268,508803,52.7
"Sedgwick County, KS",2012,262,503889,52.0
"Sedgwick County, KS",2013,233,505415,46.1
"Sedgwick County, KS",2017,224,513687,43.6
"Sedgwick County, KS",2015,220,511574,43.0
"Sedgwick County, KS",2016,203,511995,39.6
"Seminole County, FL",2016,210,455479,46.1
"Seminole County, FL",2015,204,449144,45.4
"Seminole County, FL",2012,188,430838,43.6
"Seminole County, FL",2014,170,442516,38.4
"Seminole County, FL",2013,167,436041,38.3
"Seminole County, FL",2017,170,462659,36.7
"Seminole County, OK",2013,24,25426,94.4
"Seminole County, OK",2014,21,25421,82.6
"Seminole County, OK",2012,21,25450,82.5
"Seneca County, NY",2012,27,35305,76.5
"Seneca County, NY",2016,26,34777,74.8
"Seneca County, NY",2015,26,34833,74.6
"Seneca County, NY",2013,23,35409,65.0
"Seneca County, NY",2014,21,34884,60.2
"Seneca County, NY",2017,20,34498,58.0
"Seneca County, OH",2012,52,56018,92.8
"Seneca County, OH",2013,37,55914,66.2
"Seneca County, OH",2014,36,55669,64.7
"Seneca County, OH",2016,35,55353,63.2
"Seneca County, OH",2017,34,55243,61.5
"Seneca County, OH",2015,30,55610,53.9
"Sequoyah County, OK",2013,44,41218,106.7
"Sequoyah County, OK",2016,40,41294,96.9
"Sequoyah County, OK",2017,38,41252,92.1
"Sequoyah County, OK",2014,38,41358,91.9
"Sequoyah County, OK",2015,30,41153,72.9
"Sequoyah County, OK",2012,27,41398,65.2
"Sevier County, TN",2014,84,95110,88.3
"Sevier County, TN",2015,82,95946,85.5
"Sevier County, TN",2016,82,96673,84.8
"Sevier County, TN",2012,70,92512,75.7
"Sevier County, TN",2017,72,97638,73.7
"Sevier County, TN",2013,65,93570,69.5
"Sharp County, AR",2012,29,17054,170.0
"Sharp County, AR",2016,22,17157,128.2
"Sharp County, AR",2014,20,16906,118.3
"Shasta County, CA",2015,133,179533,74.1
"Shasta County, CA",2014,131,179804,72.9
"Shasta County, CA",2013,126,178980,70.4
"Shasta County, CA",2016,119,179631,66.2
"Shasta County, CA",2017,112,179921,62.2
"Shasta County, CA",2012,96,178586,53.8
"Shawano County, WI",2014,28,41579,67.3
"Shawano County, WI",2013,28,41643,67.2
"Shawano County, WI",2012,27,41607,64.9
"Shawano County, WI",2015,21,41304,50.8
"Shawnee County, KS",2014,136,178406,76.2
"Shawnee County, KS",2015,122,178725,68.3
"Shawnee County, KS",2012,113,178991,63.1
"Shawnee County, KS",2016,112,178146,62.9
"Shawnee County, KS",2013,102,178831,57.0
"Shawnee County, KS",2017,93,178187,52.2
"Sheboygan County, WI",2013,65,114922,56.6
"Sheboygan County, WI",2012,64,115009,55.6
"Sheboygan County, WI",2016,59,115427,51.1
"Sheboygan County, WI",2015,58,115569,50.2
"Sheboygan County, WI",2014,56,115290,48.6
"Sheboygan County, WI",2017,55,115344,47.7
"Shelby County, AL",2016,94,210622,44.6
"Shelby County, AL",2013,84,204180,41.1
"Shelby County, AL",2012,82,200941,40.8
"Shelby County, AL",2017,76,213605,35.6
"Shelby County, AL",2015,70,208713,33.5
"Shelby County, AL",2014,61,206655,29.5
"Shelby County, IL",2014,23,22048,104.3
"Shelby County, IL",2015,22,21775,101.0
"Shelby County, IN",2016,45,44324,101.5
"Shelby County, IN",2017,41,44395,92.4
"Shelby County, IN",2015,35,44478,78.7
"Shelby County, IN",2013,31,44729,69.3
"Shelby County, IN",2012,28,44471,63.0
"Shelby County, IN",2014,21,44579,47.1
"Shelby County, KY",2014,36,44875,80.2
"Shelby County, KY",2016,34,46408,73.3
"Shelby County, KY",2013,31,44216,70.1
"Shelby County, KY",2015,31,45632,67.9
"Shelby County, KY",2017,25,47421,52.7
"Shelby County, KY",2012,22,43614,50.4
"Shelby County, OH",2016,35,48623,72.0
"Shelby County, OH",2014,32,48951,65.4
"Shelby County, OH",2015,31,48901,63.4
"Shelby County, OH",2013,29,49192,59.0
"Shelby County, OH",2012,28,49167,56.9
"Shelby County, TN",2013,492,939465,52.4
"Shelby County, TN",2012,475,940764,50.5
"Shelby County, TN",2016,453,934603,48.5
"Shelby County, TN",2015,443,938069,47.2
"Shelby County, TN",2014,430,938803,45.8
"Shelby County, TN",2017,408,936961,43.5
"Shelby County, TX",2017,25,25513,98.0
"Shelby County, TX",2016,21,25579,82.1
"Shelby County, TX",2013,21,25792,81.4
"Shenandoah County, VA",2012,34,42583,79.8
"Shenandoah County, VA",2014,34,43021,79.0
"Shenandoah County, VA",2017,33,43225,76.3
"Shenandoah County, VA",2016,32,43175,74.1
"Shenandoah County, VA",2013,26,42684,60.9
"Shenandoah County, VA",2015,26,43190,60.2
"Sherburne County, MN",2013,41,90158,45.5
"Sherburne County, MN",2014,37,91126,40.6
"Sherburne County, MN",2015,32,91705,34.9
"Sherburne County, MN",2017,29,94570,30.7
"Sherburne County, MN",2016,26,93528,27.8
"Sherburne County, MN",2012,20,89455,22.4
"Shiawassee County, MI",2017,57,68446,83.3
"Shiawassee County, MI",2016,53,68554,77.3
"Shiawassee County, MI",2015,50,68619,72.9
"Shiawassee County, MI",2013,50,68900,72.6
"Shiawassee County, MI",2014,45,68933,65.3
"Shiawassee County, MI",2012,45,69232,65.0
"Silver Bow County, MT",2015,26,34622,75.1
"Silver Bow County, MT",2013,20,34523,57.9
"Silver Bow County, MT",2014,20,34680,57.7
"Simpson County, MS",2014,23,27463,83.7
"Simpson County, MS",2015,21,27222,77.1
"Simpson County, MS",2013,21,27500,76.4
"Simpson County, MS",2012,20,27374,73.1
"Siskiyou County, CA",2012,34,44154,77.0
"Siskiyou County, CA",2017,33,43853,75.3
"Siskiyou County, CA",2014,31,43628,71.1
"Siskiyou County, CA",2015,30,43554,68.9
"Siskiyou County, CA",2016,28,43603,64.2
"Siskiyou County, CA",2013,27,43799,61.6
"Skagit County, WA",2017,78,125619,62.1
"Skagit County, WA",2014,74,120365,61.5
"Skagit County, WA",2013,65,118837,54.7
"Skagit County, WA",2015,65,121846,53.3
"Skagit County, WA",2016,59,123681,47.7
"Skagit County, WA",2012,54,118222,45.7
"Smith County, TN",2012,22,19102,115.2
"Smith County, TX",2012,111,214821,51.7
"Smith County, TX",2017,104,227727,45.7
"Smith County, TX",2016,98,225290,43.5
"Smith County, TX",2013,86,216080,39.8
"Smith County, TX",2015,70,222936,31.4
"Smith County, TX",2014,64,218842,29.2
"Smyth County, VA",2014,40,31555,126.8
"Smyth County, VA",2012,35,31718,110.3
"Smyth County, VA",2016,30,31062,96.6
"Smyth County, VA",2015,30,31470,95.3
"Smyth County, VA",2013,30,31652,94.8
"Smyth County, VA",2017,26,30656,84.8
"Snohomish County, WA",2013,313,745913,42.0
"Snohomish County, WA",2015,318,772501,41.2
"Snohomish County, WA",2012,295,733036,40.2
"Snohomish County, WA",2017,308,801633,38.4
"Snohomish County, WA",2014,275,759583,36.2
"Snohomish County, WA",2016,271,787620,34.4
"Snyder County, PA",2012,22,39672,55.5
"Solano County, CA",2012,207,420757,49.2
"Solano County, CA",2013,189,424788,44.5
"Solano County, CA",2014,181,431131,42.0
"Solano County, CA",2016,181,440207,41.1
"Solano County, CA",2017,168,445458,37.7
"Solano County, CA",2015,157,436092,36.0
"Somerset County, MD",2014,23,25859,88.9
"Somerset County, MD",2017,23,25918,88.7
"Somerset County, MD",2012,21,26253,80.0
"Somerset County, ME",2017,58,50626,114.6
"Somerset County, ME",2016,50,50915,98.2
"Somerset County, ME",2012,47,51910,90.5
"Somerset County, ME",2013,41,51706,79.3
"Somerset County, ME",2014,38,51163,74.3
"Somerset County, ME",2015,38,51113,74.3
"Somerset County, NJ",2012,132,327707,40.3
"Somerset County, NJ",2013,121,330585,36.6
"Somerset County, NJ",2014,118,332568,35.5
"Somerset County, NJ",2016,112,333751,33.6
"Somerset County, NJ",2015,109,333654,32.7
"Somerset County, NJ",2017,103,335432,30.7
"Somerset County, PA",2013,53,76520,69.3
"Somerset County, PA",2012,51,76957,66.3
"Somerset County, PA",2015,47,75522,62.2
"Somerset County, PA",2016,41,75061,54.6
"Somerset County, PA",2014,38,76218,49.9
"Somerset County, PA",2017,36,74501,48.3
"Sonoma County, CA",2012,214,491829,43.5
"Sonoma County, CA",2013,213,495025,43.0
"Sonoma County, CA",2016,215,503070,42.7
"Sonoma County, CA",2014,204,500292,40.8
"Sonoma County, CA",2017,204,504217,40.5
"Sonoma County, CA",2015,195,502146,38.8
"Spalding County, GA",2014,46,63988,71.9
"Spalding County, GA",2017,45,65380,68.8
"Spalding County, GA",2016,43,64806,66.4
"Spalding County, GA",2012,40,63865,62.6
"Spalding County, GA",2013,37,63829,58.0
"Spalding County, GA",2015,31,64051,48.4
"Spartanburg County, SC",2012,206,288745,71.3
"Spartanburg County, SC",2015,191,297302,64.2
"Spartanburg County, SC",2017,188,306854,61.3
"Spartanburg County, SC",2014,179,293542,61.0
"Spartanburg County, SC",2013,161,290969,55.3
"Spartanburg County, SC",2016,163,301463,54.1
"Spokane County, WA",2015,261,490945,53.2
"Spokane County, WA",2012,244,475735,51.3
"Spokane County, WA",2014,242,484318,50.0
"Spokane County, WA",2017,252,506152,49.8
"Spokane County, WA",2013,237,479398,49.4
"Spokane County, WA",2016,234,499072,46.9
"Spotsylvania County, VA",2015,71,130475,54.4
"Spotsylvania County, VA",2016,60,132010,45.5
"Spotsylvania County, VA",2017,59,133033,44.3
"Spotsylvania County, VA",2013,55,127348,43.2
"Spotsylvania County, VA",2012,52,125684,41.4
"Spotsylvania County, VA",2014,46,129188,35.6
"St. Bernard Parish, LA",2012,35,41635,84.1
"St. Bernard Parish, LA",2017,30,46202,64.9
"St. Bernard Parish, LA",2016,28,45688,61.3
"St. Bernard Parish, LA",2013,24,43482,55.2
"St. Bernard Parish, LA",2015,22,45408,48.4
"St. Charles County, MO",2013,206,373495,55.2
"St. Charles County, MO",2017,200,395504,50.6
"St. Charles County, MO",2014,189,379493,49.8
"St. Charles County, MO",2012,172,368666,46.7
"St. Charles County, MO",2015,180,385590,46.7
"St. Charles County, MO",2016,181,390918,46.3
"St. Charles Parish, LA",2014,37,52745,70.1
"St. Charles Parish, LA",2017,27,52749,51.2
"St. Charles Parish, LA",2015,26,52812,49.2
"St. Charles Parish, LA",2013,25,52617,47.5
"St. Charles Parish, LA",2012,23,52681,43.7
"St. Clair County, AL",2014,67,86697,77.3
"St. Clair County, AL",2016,67,88019,76.1
"St. Clair County, AL",2013,59,86308,68.4
"St. Clair County, AL",2015,58,87074,66.6
"St. Clair County, AL",2012,50,85237,58.7
"St. Clair County, AL",2017,48,88199,54.4
"St. Clair County, IL",2012,175,268858,65.1
"St. Clair County, IL",2015,171,264052,64.8
"St. Clair County, IL",2013,172,266955,64.4
"St. Clair County, IL",2016,163,262759,62.0
"St. Clair County, IL",2017,159,262479,60.6
"St. Clair County, IL",2014,152,265729,57.2
"St. Clair County, MI",2013,129,160469,80.4
"St. Clair County, MI",2016,116,159587,72.7
"St. Clair County, MI",2015,114,159875,71.3
"St. Clair County, MI",2014,109,160078,68.1
"St. Clair County, MI",2012,108,160644,67.2
"St. Clair County, MI",2017,102,159350,64.0
"St. Croix County, WI",2015,44,87513,50.3
"St. Croix County, WI",2014,41,86759,47.3
"St. Croix County, WI",2013,34,85930,39.6
"St. Croix County, WI",2017,34,88703,38.3
"St. Croix County, WI",2012,32,85242,37.5
"St. Croix County, WI",2016,29,88029,32.9
"St. Francis County, AR",2016,22,26196,84.0
"St. Francis County, AR",2013,22,27260,80.7
"St. Francois County, MO",2014,72,65960,109.2
"St. Francois County, MO",2016,72,66627,108.1
"St. Francois County, MO",2015,65,66520,97.7
"St. Francois County, MO",2012,63,65917,95.6
"St. Francois County, MO",2017,58,66705,87.0
"St. Francois County, MO",2013,56,66215,84.6
"St. John the Baptist Parish, LA",2014,21,43745,48.0
"St. John the Baptist Parish, LA",2013,20,43761,45.7
"St. Johns County, FL",2015,162,226640,71.5
"St. Johns County, FL",2017,138,243812,56.6
"St. Johns County, FL",2016,130,235087,55.3
"St. Johns County, FL",2014,119,217919,54.6
"St. Johns County, FL",2013,112,209647,53.4
"St. Johns County, FL",2012,105,202188,51.9
"St. Joseph County, IN",2015,155,268441,57.7
"St. Joseph County, IN",2012,152,266344,57.1
"St. Joseph County, IN",2013,152,266709,57.0
"St. Joseph County, IN",2016,150,269141,55.7
"St. Joseph County, IN",2014,146,267618,54.6
"St. Joseph County, IN",2017,140,270434,51.8
"St. Joseph County, MI",2017,46,60947,75.5
"St. Joseph County, MI",2012,42,60796,69.1
"St. Joseph County, MI",2014,42,60946,68.9
"St. Joseph County, MI",2015,41,61018,67.2
"St. Joseph County, MI",2013,39,60964,64.0
"St. Joseph County, MI",2016,35,60853,57.5
"St. Landry Parish, LA",2014,77,83709,92.0
"St. Landry Parish, LA",2012,67,83662,80.1
"St. Landry Parish, LA",2015,56,83848,66.8
"St. Landry Parish, LA",2013,54,83454,64.7
"St. Landry Parish, LA",2017,52,83497,62.3
"St. Landry Parish, LA",2016,51,83883,60.8
"St. Lawrence County, NY",2012,82,112232,73.1
"St. Lawrence County, NY",2013,81,111963,72.3
"St. Lawrence County, NY",2015,76,111007,68.5
"St. Lawrence County, NY",2014,74,111400,66.4
"St. Lawrence County, NY",2016,61,110038,55.4
"St. Lawrence County, NY",2017,53,109623,48.3
"St. Louis city, MO",2016,207,311404,66.5
"St. Louis city, MO",2014,201,317419,63.3
"St. Louis city, MO",2012,197,318172,61.9
"St. Louis city, MO",2013,197,318416,61.9
"St. Louis city, MO",2015,177,315685,56.1
"St. Louis city, MO",2017,166,308626,53.8
"St. Louis County, MN",2012,139,200319,69.4
"St. Louis County, MN",2015,136,200431,67.9
"St. Louis County, MN",2014,126,200949,62.7
"St. Louis County, MN",2017,123,200000,61.5
"St. Louis County, MN",2016,119,199980,59.5
"St. Louis County, MN",2013,111,200540,55.4
"St. Louis County, MO",2014,617,1001876,61.6
"St. Louis County, MO",2012,587,1000438,58.7
"St. Louis County, MO",2013,581,1001444,58.0
"St. Louis County, MO",2015,581,1003362,57.9
"St. Louis County, MO",2017,518,996726,52.0
"St. Louis County, MO",2016,506,998581,50.7
"St. Lucie County, FL",2014,224,291028,77.0
"St. Lucie County, FL",2012,214,283866,75.4
"St. Lucie County, FL",2013,215,286832,75.0
"St. Lucie County, FL",2015,212,298563,71.0
"St. Lucie County, FL",2016,210,306507,68.5
"St. Lucie County, FL",2017,204,313506,65.1
