Notes,State,State Code,Year,Year Code,Sex,Sex Code,Race,Race Code,Age Group,Age Group Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,Alabama,1,2013,2013,Male,M,White,2106-3,55-59 years,55-59,112,118677,94.4,77.7,113.6,8.9
,Alabama,1,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,179,104587,171.1,147,198.1,12.8
,Alabama,1,2013,2013,Male,M,White,2106-3,65-69 years,65-69,265,90551,292.7,258.5,330.1,18
,Alabama,1,2013,2013,Male,M,White,2106-3,70-74 years,70-74,292,66631,438.2,389.4,491.5,25.6
,Alabama,1,2013,2013,Male,M,White,2106-3,75-79 years,75-79,208,46463,447.7,388.9,512.8,31
,Alabama,1,2013,2013,Male,M,White,2106-3,80-84 years,80-84,193,30330,636.3,549.7,732.7,45.8
,Alabama,1,2013,2013,Male,M,White,2106-3,85+ years,85+,123,21592,569.7,473.4,679.7,51.4
,Alabama,1,2014,2014,Female,F,Black or African American,2054-5,55-59 years,55-59,37,46919,78.9,55.5,108.7,13
,Alabama,1,2014,2014,Female,F,Black or African American,2054-5,60-64 years ,60-64,35,39113,89.5,62.3,124.5,15.1
,Alabama,1,2014,2014,Female,F,Black or African American,2054-5,65-69 years,65-69,33,27826,118.6,81.6,166.5,20.6
,Alabama,1,2014,2014,Female,F,Black or African American,2054-5,70-74 years,70-74,37,18815,196.7,138.5,271.1,32.3
,Alabama,1,2014,2014,Female,F,Black or African American,2054-5,75-79 years,75-79,34,14175,239.9,166.1,335.2,41.1
,Alabama,1,2014,2014,Female,F,White,2106-3,45-49 years,45-49,22,111816,19.7,12.3,29.8,4.2
,Alabama,1,2014,2014,Female,F,White,2106-3,50-54 years,50-54,55,125726,43.7,33,56.9,5.9
,Alabama,1,2014,2014,Female,F,White,2106-3,55-59 years,55-59,92,123857,74.3,59.9,91.1,7.7
,Alabama,1,2014,2014,Female,F,White,2106-3,60-64 years ,60-64,119,113107,105.2,87.2,125.9,9.6
,Alabama,1,2014,2014,Female,F,White,2106-3,65-69 years,65-69,163,103500,157.5,134.2,183.6,12.3
,Alabama,1,2014,2014,Female,F,White,2106-3,70-74 years,70-74,208,80583,258.1,224.2,295.7,17.9
,Alabama,1,2014,2014,Female,F,White,2106-3,75-79 years,75-79,155,61096,253.7,215.3,296.9,20.4
,Alabama,1,2014,2014,Female,F,White,2106-3,80-84 years,80-84,119,44126,269.7,223.4,322.7,24.7
,Alabama,1,2014,2014,Female,F,White,2106-3,85+ years,85+,101,45409,222.4,181.2,270.3,22.1
,Alabama,1,2014,2014,Male,M,Black or African American,2054-5,50-54 years,50-54,22,39658,55.5,34.8,84,11.8
,Alabama,1,2014,2014,Male,M,Black or African American,2054-5,55-59 years,55-59,53,38578,137.4,102.9,179.7,18.9
,Alabama,1,2014,2014,Male,M,Black or African American,2054-5,60-64 years ,60-64,63,31707,198.7,152.7,254.2,25
,Alabama,1,2014,2014,Male,M,Black or African American,2054-5,65-69 years,65-69,75,22034,340.4,267.7,426.7,39.3
,Alabama,1,2014,2014,Male,M,Black or African American,2054-5,70-74 years,70-74,71,13668,519.5,405.7,655.2,61.6
,Alabama,1,2014,2014,Male,M,Black or African American,2054-5,75-79 years,75-79,41,9068,452.1,324.5,613.4,70.6
,Alabama,1,2014,2014,Male,M,Black or African American,2054-5,80-84 years,80-84,28,5159,542.7,360.6,784.4,102.6
,Alabama,1,2014,2014,Male,M,White,2106-3,45-49 years,45-49,16,112566,14.2,8.1,23.1,3.6
,Alabama,1,2014,2014,Male,M,White,2106-3,50-54 years,50-54,76,124226,61.2,48.2,76.6,7
,Alabama,1,2014,2014,Male,M,White,2106-3,55-59 years,55-59,137,119386,114.8,96.3,135.7,9.8
,Alabama,1,2014,2014,Male,M,White,2106-3,60-64 years ,60-64,192,105259,182.4,157.5,210.1,13.2
,Alabama,1,2014,2014,Male,M,White,2106-3,65-69 years,65-69,243,93512,259.9,228.2,294.7,16.7
,Alabama,1,2014,2014,Male,M,White,2106-3,70-74 years,70-74,242,69009,350.7,307.9,397.8,22.5
,Alabama,1,2014,2014,Male,M,White,2106-3,75-79 years,75-79,229,47818,478.9,418.9,545.1,31.6
,Alabama,1,2014,2014,Male,M,White,2106-3,80-84 years,80-84,187,30819,606.8,522.9,700.2,44.4
,Alabama,1,2014,2014,Male,M,White,2106-3,85+ years,85+,125,22329,559.8,466,667,50.1
,Alabama,1,2015,2015,Female,F,Black or African American,2054-5,55-59 years,55-59,26,47487,54.8,35.8,80.2,10.7
,Alabama,1,2015,2015,Female,F,Black or African American,2054-5,60-64 years ,60-64,34,40577,83.8,58,117.1,14.4
,Alabama,1,2015,2015,Female,F,Black or African American,2054-5,65-69 years,65-69,34,30024,113.2,78.4,158.2,19.4
,Alabama,1,2015,2015,Female,F,Black or African American,2054-5,70-74 years,70-74,28,19408,144.3,95.9,208.5,27.3
,Alabama,1,2015,2015,Female,F,Black or African American,2054-5,75-79 years,75-79,23,14348,160.3,101.6,240.5,33.4
,Alabama,1,2015,2015,Female,F,Black or African American,2054-5,80-84 years,80-84,20,10297,194.2,118.6,300,43.4
,Alabama,1,2015,2015,Female,F,Black or African American,2054-5,85+ years,85+,21,11457,183.3,113.5,280.2,40
,Alabama,1,2015,2015,Female,F,White,2106-3,50-54 years,50-54,46,124260,37,27.1,49.4,5.5
,Alabama,1,2015,2015,Female,F,White,2106-3,55-59 years,55-59,105,124253,84.5,69.1,102.3,8.2
,Alabama,1,2015,2015,Female,F,White,2106-3,60-64 years ,60-64,113,114841,98.4,81.1,118.3,9.3
,Alabama,1,2015,2015,Female,F,White,2106-3,65-69 years,65-69,159,106481,149.3,127,174.4,11.8
,Alabama,1,2015,2015,Female,F,White,2106-3,70-74 years,70-74,182,82488,220.6,189.7,255.1,16.4
,Alabama,1,2015,2015,Female,F,White,2106-3,75-79 years,75-79,134,62061,215.9,180.9,255.7,18.7
,Alabama,1,2015,2015,Female,F,White,2106-3,80-84 years,80-84,111,44474,249.6,205.3,300.6,23.7
,Alabama,1,2015,2015,Female,F,White,2106-3,85+ years,85+,98,46013,213,172.9,259.6,21.5
,Alabama,1,2015,2015,Male,M,Black or African American,2054-5,50-54 years,50-54,30,39098,76.7,51.8,109.5,14
,Alabama,1,2015,2015,Male,M,Black or African American,2054-5,55-59 years,55-59,53,38863,136.4,102.2,178.4,18.7
,Alabama,1,2015,2015,Male,M,Black or African American,2054-5,60-64 years ,60-64,77,32594,236.2,186.4,295.3,26.9
,Alabama,1,2015,2015,Male,M,Black or African American,2054-5,65-69 years,65-69,64,23829,268.6,206.8,343,33.6
,Alabama,1,2015,2015,Male,M,Black or African American,2054-5,70-74 years,70-74,61,14300,426.6,326.3,548,54.6
,Alabama,1,2015,2015,Male,M,Black or African American,2054-5,75-79 years,75-79,36,9266,388.5,272.1,537.9,64.8
,Alabama,1,2015,2015,Male,M,Black or African American,2054-5,80-84 years,80-84,26,5393,482.1,314.9,706.4,94.5
,Alabama,1,2015,2015,Male,M,White,2106-3,45-49 years,45-49,20,111743,17.9,10.9,27.6,4
,Alabama,1,2015,2015,Male,M,White,2106-3,50-54 years,50-54,73,122418,59.6,46.7,75,7
,Alabama,1,2015,2015,Male,M,White,2106-3,55-59 years,55-59,138,120000,115,96.6,135.9,9.8
,Alabama,1,2015,2015,Male,M,White,2106-3,60-64 years ,60-64,185,106909,173,149,199.9,12.7
,Alabama,1,2015,2015,Male,M,White,2106-3,65-69 years,65-69,235,96165,244.4,214.1,277.7,15.9
,Alabama,1,2015,2015,Male,M,White,2106-3,70-74 years,70-74,265,70718,374.7,331,422.7,23
,Alabama,1,2015,2015,Male,M,White,2106-3,75-79 years,75-79,212,48695,435.4,378.7,498.1,29.9
,Alabama,1,2015,2015,Male,M,White,2106-3,80-84 years,80-84,184,31405,585.9,504.3,676.9,43.2
,Alabama,1,2015,2015,Male,M,White,2106-3,85+ years,85+,108,23088,467.8,383.7,564.8,45
,Alaska,2,2007,2007,Male,M,White,2106-3,60-64 years ,60-64,19,12888,147.4,88.8,230.2,33.8
,Alaska,2,2007,2007,Male,M,White,2106-3,65-69 years,65-69,22,7688,286.2,179.3,433.2,61
,Alaska,2,2007,2007,Male,M,White,2106-3,70-74 years,70-74,16,4389,364.5,208.4,592,91.1
,Alaska,2,2008,2008,Male,M,White,2106-3,55-59 years,55-59,18,20296,88.7,52.6,140.2,20.9
,Alaska,2,2008,2008,Male,M,White,2106-3,60-64 years ,60-64,19,13697,138.7,83.5,216.6,31.8
,Alaska,2,2008,2008,Male,M,White,2106-3,65-69 years,65-69,17,8434,201.6,117.4,322.7,48.9
,Alaska,2,2009,2009,Female,F,White,2106-3,70-74 years,70-74,23,4578,502.4,318.5,753.8,104.8
,Alaska,2,2009,2009,Male,M,White,2106-3,55-59 years,55-59,17,21110,80.5,46.9,128.9,19.5
,Alaska,2,2009,2009,Male,M,White,2106-3,65-69 years,65-69,21,9043,232.2,143.7,355,50.7
,Alaska,2,2009,2009,Male,M,White,2106-3,70-74 years,70-74,19,4997,380.2,228.9,593.8,87.2
,Alaska,2,2009,2009,Male,M,White,2106-3,75-79 years,75-79,16,3231,495.2,283,804.2,123.8
,Alaska,2,2010,2010,Female,F,White,2106-3,75-79 years,75-79,18,3413,527.4,312.6,833.5,124.3
,Alaska,2,2010,2010,Male,M,White,2106-3,60-64 years ,60-64,16,16016,99.9,57.1,162.2,25
,Alaska,2,2011,2011,Female,F,White,2106-3,65-69 years,65-69,16,8594,186.2,106.4,302.3,46.5
,Alaska,2,2011,2011,Male,M,White,2106-3,55-59 years,55-59,20,21605,92.6,56.5,143,20.7
,Alaska,2,2011,2011,Male,M,White,2106-3,60-64 years ,60-64,20,17028,117.5,71.7,181.4,26.3
,Alaska,2,2011,2011,Male,M,White,2106-3,65-69 years,65-69,18,10085,178.5,105.8,282.1,42.1
,Alaska,2,2011,2011,Male,M,White,2106-3,70-74 years,70-74,22,5825,377.7,236.7,571.8,80.5
,Alaska,2,2012,2012,Female,F,White,2106-3,70-74 years,70-74,18,5666,317.7,188.3,502.1,74.9
,Alaska,2,2012,2012,Female,F,White,2106-3,75-79 years,75-79,16,3601,444.3,254,721.5,111.1
,Alaska,2,2012,2012,Male,M,White,2106-3,65-69 years,65-69,18,10993,163.7,97,258.8,38.6
,Alaska,2,2012,2012,Male,M,White,2106-3,70-74 years,70-74,16,6276,254.9,145.7,414,63.7
,Alaska,2,2012,2012,Male,M,White,2106-3,80-84 years,80-84,16,2310,692.6,395.9,1124.8,173.2
,Alaska,2,2013,2013,Female,F,White,2106-3,65-69 years,65-69,21,9923,211.6,131,323.5,46.2
,Alaska,2,2013,2013,Female,F,White,2106-3,70-74 years,70-74,17,6158,276.1,160.8,442,67
,Alaska,2,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,20,17688,113.1,69.1,174.6,25.3
,Alaska,2,2013,2013,Male,M,White,2106-3,75-79 years,75-79,17,3826,444.3,258.8,711.4,107.8
,Alaska,2,2014,2014,Male,M,White,2106-3,55-59 years,55-59,16,20989,76.2,43.6,123.8,19.1
,Alaska,2,2014,2014,Male,M,White,2106-3,65-69 years,65-69,24,12380,193.9,124.2,288.4,39.6
,Alaska,2,2014,2014,Male,M,White,2106-3,70-74 years,70-74,16,7319,218.6,125,355,54.7
,Alaska,2,2015,2015,Female,F,White,2106-3,70-74 years,70-74,22,6825,322.3,202,488,68.7
,Alaska,2,2015,2015,Male,M,White,2106-3,60-64 years ,60-64,18,18139,99.2,58.8,156.8,23.4
,Alaska,2,2015,2015,Male,M,White,2106-3,70-74 years,70-74,18,7788,231.1,137,365.3,54.5
,Alaska,2,2015,2015,Male,M,White,2106-3,80-84 years,80-84,16,2338,684.3,391.2,1111.3,171.1
,Arizona,4,2007,2007,Female,F,White,2106-3,45-49 years,45-49,20,185301,10.8,6.6,16.7,2.4
,Arizona,4,2007,2007,Female,F,White,2106-3,50-54 years,50-54,46,177100,26,19,34.6,3.8
,Arizona,4,2007,2007,Female,F,White,2106-3,55-59 years,55-59,75,168316,44.6,35,55.9,5.1
,Arizona,4,2007,2007,Female,F,White,2106-3,60-64 years ,60-64,103,146545,70.3,57.4,85.2,6.9
,Arizona,4,2007,2007,Female,F,White,2106-3,65-69 years,65-69,157,118685,132.3,112.4,154.7,10.6
,Arizona,4,2007,2007,Female,F,White,2106-3,70-74 years,70-74,154,95491,161.3,136.8,188.8,13
,Arizona,4,2007,2007,Female,F,White,2106-3,75-79 years,75-79,219,79566,275.2,240,314.2,18.6
,Arizona,4,2007,2007,Female,F,White,2106-3,80-84 years,80-84,186,62550,297.4,256.2,343.3,21.8
,Arizona,4,2007,2007,Female,F,White,2106-3,85+ years,85+,122,55824,218.5,181.5,260.9,19.8
,Arizona,4,2007,2007,Male,M,White,2106-3,45-49 years,45-49,17,183523,9.3,5.4,14.8,2.2
,Arizona,4,2007,2007,Male,M,White,2106-3,50-54 years,50-54,67,167397,40,31,50.8,4.9
,Arizona,4,2007,2007,Male,M,White,2106-3,55-59 years,55-59,100,155164,64.4,52.4,78.4,6.4
,Arizona,4,2007,2007,Male,M,White,2106-3,60-64 years ,60-64,167,133455,125.1,106.9,145.6,9.7
,Arizona,4,2007,2007,Male,M,White,2106-3,65-69 years,65-69,213,107602,198,172.3,226.4,13.6
,Arizona,4,2007,2007,Male,M,White,2106-3,70-74 years,70-74,246,87543,281,247,318.4,17.9
,Arizona,4,2007,2007,Male,M,White,2106-3,75-79 years,75-79,255,70368,362.4,319.3,409.7,22.7
,Arizona,4,2007,2007,Male,M,White,2106-3,80-84 years,80-84,198,45920,431.2,373.2,495.6,30.6
,Arizona,4,2007,2007,Male,M,White,2106-3,85+ years,85+,134,31506,425.3,356.4,503.7,36.7
,Arizona,4,2008,2008,Female,F,White,2106-3,50-54 years,50-54,38,182298,20.8,14.8,28.6,3.4
,Arizona,4,2008,2008,Female,F,White,2106-3,55-59 years,55-59,89,170341,52.2,42,64.3,5.5
,Arizona,4,2008,2008,Female,F,White,2106-3,60-64 years ,60-64,113,153782,73.5,60.6,88.3,6.9
,Arizona,4,2008,2008,Female,F,White,2106-3,65-69 years,65-69,162,127049,127.5,108.6,148.7,10
,Arizona,4,2008,2008,Female,F,White,2106-3,70-74 years,70-74,193,98236,196.5,169.7,226.2,14.1
,Arizona,4,2008,2008,Female,F,White,2106-3,75-79 years,75-79,189,79460,237.9,205.2,274.3,17.3
,Arizona,4,2008,2008,Female,F,White,2106-3,80-84 years,80-84,196,62880,311.7,269.6,358.5,22.3
,Arizona,4,2008,2008,Female,F,White,2106-3,85+ years,85+,116,57797,200.7,165.8,240.7,18.6
,Arizona,4,2008,2008,Male,M,White,2106-3,45-49 years,45-49,26,184649,14.1,9.2,20.6,2.8
,Arizona,4,2008,2008,Male,M,White,2106-3,50-54 years,50-54,61,172937,35.3,27,45.3,4.5
,Arizona,4,2008,2008,Male,M,White,2106-3,55-59 years,55-59,89,155927,57.1,45.8,70.2,6.1
,Arizona,4,2008,2008,Male,M,White,2106-3,60-64 years ,60-64,153,140746,108.7,92.2,127.4,8.8
,Arizona,4,2008,2008,Male,M,White,2106-3,65-69 years,65-69,213,114002,186.8,162.6,213.7,12.8
,Arizona,4,2008,2008,Male,M,White,2106-3,70-74 years,70-74,233,90480,257.5,225.5,292.8,16.9
,Arizona,4,2008,2008,Male,M,White,2106-3,75-79 years,75-79,269,70827,379.8,335.8,428,23.2
,Arizona,4,2008,2008,Male,M,White,2106-3,80-84 years,80-84,219,47402,462,402.8,527.4,31.2
,Arizona,4,2008,2008,Male,M,White,2106-3,85+ years,85+,153,32911,464.9,394.1,544.7,37.6
,Arizona,4,2009,2009,Female,F,White,2106-3,45-49 years,45-49,22,186484,11.8,7.4,17.9,2.5
,Arizona,4,2009,2009,Female,F,White,2106-3,50-54 years,50-54,39,184346,21.2,15,28.9,3.4
,Arizona,4,2009,2009,Female,F,White,2106-3,55-59 years,55-59,71,173647,40.9,31.9,51.6,4.9
,Arizona,4,2009,2009,Female,F,White,2106-3,60-64 years ,60-64,99,160658,61.6,50.1,75,6.2
,Arizona,4,2009,2009,Female,F,White,2106-3,65-69 years,65-69,160,133449,119.9,102,140,9.5
,Arizona,4,2009,2009,Female,F,White,2106-3,70-74 years,70-74,228,101650,224.3,196.1,255.4,14.9
,Arizona,4,2009,2009,Female,F,White,2106-3,75-79 years,75-79,215,79992,268.8,234,307.2,18.3
,Arizona,4,2009,2009,Female,F,White,2106-3,80-84 years,80-84,164,62530,262.3,223.7,305.6,20.5
,Arizona,4,2009,2009,Female,F,White,2106-3,85+ years,85+,163,60611,268.9,229.2,313.5,21.1
,Arizona,4,2009,2009,Male,M,White,2106-3,45-49 years,45-49,22,185356,11.9,7.4,18,2.5
,Arizona,4,2009,2009,Male,M,White,2106-3,50-54 years,50-54,56,175559,31.9,24.1,41.4,4.3
,Arizona,4,2009,2009,Male,M,White,2106-3,55-59 years,55-59,85,158163,53.7,42.9,66.5,5.8
,Arizona,4,2009,2009,Male,M,White,2106-3,60-64 years ,60-64,171,146828,116.5,99.7,135.3,8.9
,Arizona,4,2009,2009,Male,M,White,2106-3,65-69 years,65-69,224,120223,186.3,162.7,212.4,12.4
,Arizona,4,2009,2009,Male,M,White,2106-3,70-74 years,70-74,254,93819,270.7,238.5,306.2,17
,Arizona,4,2009,2009,Male,M,White,2106-3,75-79 years,75-79,248,71126,348.7,306.6,394.9,22.1
,Arizona,4,2009,2009,Male,M,White,2106-3,80-84 years,80-84,202,48142,419.6,363.7,481.6,29.5
,Arizona,4,2009,2009,Male,M,White,2106-3,85+ years,85+,168,34764,483.3,412.9,562.1,37.3
,Arizona,4,2010,2010,Female,F,White,2106-3,45-49 years,45-49,19,184743,10.3,6.2,16.1,2.4
,Arizona,4,2010,2010,Female,F,White,2106-3,50-54 years,50-54,43,187543,22.9,16.6,30.9,3.5
,Arizona,4,2010,2010,Female,F,White,2106-3,55-59 years,55-59,70,176611,39.6,30.9,50.1,4.7
,Arizona,4,2010,2010,Female,F,White,2106-3,60-64 years ,60-64,108,169334,63.8,52.3,77,6.1
,Arizona,4,2010,2010,Female,F,White,2106-3,65-69 years,65-69,192,138726,138.4,119.5,159.4,10
,Arizona,4,2010,2010,Female,F,White,2106-3,70-74 years,70-74,188,105227,178.7,154,206.1,13
,Arizona,4,2010,2010,Female,F,White,2106-3,75-79 years,75-79,195,80576,242,209.2,278.5,17.3
,Arizona,4,2010,2010,Female,F,White,2106-3,80-84 years,80-84,176,63514,277.1,237.7,321.2,20.9
,Arizona,4,2010,2010,Female,F,White,2106-3,85+ years,85+,170,63259,268.7,229.9,312.3,20.6
,Arizona,4,2010,2010,Male,M,White,2106-3,45-49 years,45-49,17,183917,9.2,5.4,14.8,2.2
,Arizona,4,2010,2010,Male,M,White,2106-3,50-54 years,50-54,65,178987,36.3,28,46.3,4.5
,Arizona,4,2010,2010,Male,M,White,2106-3,55-59 years,55-59,101,161552,62.5,50.9,76,6.2
,Arizona,4,2010,2010,Male,M,White,2106-3,60-64 years ,60-64,160,154446,103.6,88.2,120.9,8.2
,Arizona,4,2010,2010,Male,M,White,2106-3,65-69 years,65-69,209,125378,166.7,144.9,190.9,11.5
,Arizona,4,2010,2010,Male,M,White,2106-3,70-74 years,70-74,239,96766,247,216.7,280.4,16
,Arizona,4,2010,2010,Male,M,White,2106-3,75-79 years,75-79,255,72281,352.8,310.8,398.9,22.1
,Arizona,4,2010,2010,Male,M,White,2106-3,80-84 years,80-84,224,49925,448.7,391.8,511.4,30
,Arizona,4,2010,2010,Male,M,White,2106-3,85+ years,85+,154,36742,419.1,355.6,490.8,33.8
,Arizona,4,2011,2011,Female,F,White,2106-3,45-49 years,45-49,19,180393,10.5,6.3,16.4,2.4
,Arizona,4,2011,2011,Female,F,White,2106-3,50-54 years,50-54,45,189543,23.7,17.3,31.8,3.5
,Arizona,4,2011,2011,Female,F,White,2106-3,55-59 years,55-59,60,179556,33.4,25.5,43,4.3
,Arizona,4,2011,2011,Female,F,White,2106-3,60-64 years ,60-64,125,176589,70.8,58.9,84.3,6.3
,Arizona,4,2011,2011,Female,F,White,2106-3,65-69 years,65-69,153,142698,107.2,90.9,125.6,8.7
,Arizona,4,2011,2011,Female,F,White,2106-3,70-74 years,70-74,200,110273,181.4,157.1,208.3,12.8
,Arizona,4,2011,2011,Female,F,White,2106-3,75-79 years,75-79,195,82237,237.1,205,272.8,17
,Arizona,4,2011,2011,Female,F,White,2106-3,80-84 years,80-84,182,64364,282.8,243.2,327,21
,Arizona,4,2011,2011,Female,F,White,2106-3,85+ years,85+,150,65247,229.9,194.6,269.8,18.8
,Arizona,4,2011,2011,Male,M,White,2106-3,45-49 years,45-49,17,180510,9.4,5.5,15.1,2.3
,Arizona,4,2011,2011,Male,M,White,2106-3,50-54 years,50-54,52,181673,28.6,21.4,37.5,4
,Arizona,4,2011,2011,Male,M,White,2106-3,55-59 years,55-59,88,164592,53.5,42.9,65.9,5.7
,Arizona,4,2011,2011,Male,M,White,2106-3,60-64 years ,60-64,152,160143,94.9,80.4,111.3,7.7
,Arizona,4,2011,2011,Male,M,White,2106-3,65-69 years,65-69,240,128959,186.1,163.3,211.2,12
,Arizona,4,2011,2011,Male,M,White,2106-3,70-74 years,70-74,251,100492,249.8,219.8,282.7,15.8
,Arizona,4,2011,2011,Male,M,White,2106-3,75-79 years,75-79,237,74203,319.4,280,362.8,20.7
,Arizona,4,2011,2011,Male,M,White,2106-3,80-84 years,80-84,230,51816,443.9,388.4,505.1,29.3
,Arizona,4,2011,2011,Male,M,White,2106-3,85+ years,85+,141,38826,363.2,305.7,428.3,30.6
,Arizona,4,2012,2012,Female,F,White,2106-3,45-49 years,45-49,19,177066,10.7,6.5,16.8,2.5
,Arizona,4,2012,2012,Female,F,White,2106-3,50-54 years,50-54,34,189702,17.9,12.4,25,3.1
,Arizona,4,2012,2012,Female,F,White,2106-3,55-59 years,55-59,84,184004,45.7,36.4,56.5,5
,Arizona,4,2012,2012,Female,F,White,2106-3,60-64 years ,60-64,125,174968,71.4,59.5,85.1,6.4
,Arizona,4,2012,2012,Female,F,White,2106-3,65-69 years,65-69,188,154593,121.6,104.8,140.3,8.9
,Arizona,4,2012,2012,Female,F,White,2106-3,70-74 years,70-74,213,117038,182,158.4,208.1,12.5
,Arizona,4,2012,2012,Female,F,White,2106-3,75-79 years,75-79,209,84983,245.9,213.7,281.6,17
,Arizona,4,2012,2012,Female,F,White,2106-3,80-84 years,80-84,176,65214,269.9,231.5,312.8,20.3
,Arizona,4,2012,2012,Female,F,White,2106-3,85+ years,85+,154,67728,227.4,192.9,266.3,18.3
,Arizona,4,2012,2012,Male,M,White,2106-3,45-49 years,45-49,16,177064,9,5.2,14.7,2.3
,Arizona,4,2012,2012,Male,M,White,2106-3,50-54 years,50-54,52,183152,28.4,21.2,37.2,3.9
,Arizona,4,2012,2012,Male,M,White,2106-3,55-59 years,55-59,99,168584,58.7,47.7,71.5,5.9
,Arizona,4,2012,2012,Male,M,White,2106-3,60-64 years ,60-64,170,157966,107.6,92,125.1,8.3
,Arizona,4,2012,2012,Male,M,White,2106-3,65-69 years,65-69,233,140120,166.3,145.6,189.1,10.9
,Arizona,4,2012,2012,Male,M,White,2106-3,70-74 years,70-74,239,105780,225.9,198.2,256.5,14.6
,Arizona,4,2012,2012,Male,M,White,2106-3,75-79 years,75-79,263,76880,342.1,302,386,21.1
,Arizona,4,2012,2012,Male,M,White,2106-3,80-84 years,80-84,212,53730,394.6,343.2,451.4,27.1
,Arizona,4,2012,2012,Male,M,White,2106-3,85+ years,85+,167,41087,406.5,347.1,473,31.5
,Arizona,4,2013,2013,Female,F,White,2106-3,50-54 years,50-54,43,189646,22.7,16.4,30.5,3.5
,Arizona,4,2013,2013,Female,F,White,2106-3,55-59 years,55-59,69,187248,36.8,28.7,46.6,4.4
,Arizona,4,2013,2013,Female,F,White,2106-3,60-64 years ,60-64,132,176633,74.7,62.5,88.6,6.5
,Arizona,4,2013,2013,Female,F,White,2106-3,65-69 years,65-69,185,161453,114.6,98.7,132.3,8.4
,Arizona,4,2013,2013,Female,F,White,2106-3,70-74 years,70-74,218,125667,173.5,151.2,198.1,11.7
,Arizona,4,2013,2013,Female,F,White,2106-3,75-79 years,75-79,203,88610,229.1,198.7,262.9,16.1
,Arizona,4,2013,2013,Female,F,White,2106-3,80-84 years,80-84,167,65743,254,217,295.6,19.7
,Arizona,4,2013,2013,Female,F,White,2106-3,85+ years,85+,191,69803,273.6,236.2,315.3,19.8
,Arizona,4,2013,2013,Male,M,White,2106-3,45-49 years,45-49,17,174684,9.7,5.7,15.6,2.4
,Arizona,4,2013,2013,Male,M,White,2106-3,50-54 years,50-54,49,183792,26.7,19.7,35.2,3.8
,Arizona,4,2013,2013,Male,M,White,2106-3,55-59 years,55-59,101,171967,58.7,47.8,71.4,5.8
,Arizona,4,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,153,158449,96.6,81.9,113.1,7.8
,Arizona,4,2013,2013,Male,M,White,2106-3,65-69 years,65-69,231,146237,158,138.2,179.7,10.4
,Arizona,4,2013,2013,Male,M,White,2106-3,70-74 years,70-74,260,112734,230.6,203.4,260.4,14.3
,Arizona,4,2013,2013,Male,M,White,2106-3,75-79 years,75-79,241,80531,299.3,262.7,339.5,19.3
,Arizona,4,2013,2013,Male,M,White,2106-3,80-84 years,80-84,207,55275,374.5,325.2,429.1,26
,Arizona,4,2013,2013,Male,M,White,2106-3,85+ years,85+,162,43428,373,317.8,435.1,29.3
,Arizona,4,2014,2014,Female,F,White,2106-3,50-54 years,50-54,41,189738,21.6,15.5,29.3,3.4
,Arizona,4,2014,2014,Female,F,White,2106-3,55-59 years,55-59,75,189660,39.5,31.1,49.6,4.6
,Arizona,4,2014,2014,Female,F,White,2106-3,60-64 years ,60-64,118,180097,65.5,54.2,78.5,6
,Arizona,4,2014,2014,Female,F,White,2106-3,65-69 years,65-69,169,169008,100,85.5,116.3,7.7
,Arizona,4,2014,2014,Female,F,White,2106-3,70-74 years,70-74,223,132991,167.7,146.4,191.2,11.2
,Arizona,4,2014,2014,Female,F,White,2106-3,75-79 years,75-79,213,93663,227.4,197.9,260.1,15.6
,Arizona,4,2014,2014,Female,F,White,2106-3,80-84 years,80-84,168,66357,253.2,216.3,294.5,19.5
,Arizona,4,2014,2014,Female,F,White,2106-3,85+ years,85+,156,72539,215.1,182.6,251.6,17.2
,Arizona,4,2014,2014,Male,M,White,2106-3,45-49 years,45-49,18,174047,10.3,6.1,16.3,2.4
